Product_ID,Product_Name,Category,Price,Cost
P1057,Phone,Electronics,294.16,4785.04
P1058,Phone,Fashion,1183.81,2059.86
P1059,Laptop,Fashion,931.74,3989.45
P1060,Rice,Grocery,50.0,2260.58
P1061,Phone,Electronics,309.62,2821.66
P1062,Shirt,Electronics,50.0,2544.95
P1063,Laptop,Fashion,590.25,3087.15
P1064,Phone,Electronics,1765.74,1967.66
P1065,Shirt,Electronics,1015.64,1601.52
P1066,Shirt,Grocery,1183.05,2067.75
P1067,Phone,Fashion,50.0,935.3
P1068,Phone,Electronics,50.0,1333.01
P1069,Phone,Electronics,142.46,2412.76
P1070,Laptop,Fashion,50.0,2584.59
P1071,Shirt,Grocery,38.97,1150.31
P1072,Phone,Fashion,50.0,2566.24
P1073,Phone,Fashion,50.0,360.64
P1074,Phone,Fashion,50.0,483.01
P1075,Rice,Electronics,201.39,1211.42
P1076,Laptop,Electronics,2514.58,4320.1
P1077,Shirt,Grocery,545.96,3937.68
P1078,Phone,Electronics,50.0,1628.83
P1079,Rice,Electronics,50.0,209.88
P1080,Shirt,Electronics,50.0,2821.86
P1081,Shirt,Electronics,831.4,2256.05
P1082,Rice,Grocery,1525.15,4303.95
P1083,Laptop,Fashion,2655.26,4431.58
P1084,Phone,Electronics,705.09,3029.46
P1085,Shirt,Electronics,50.0,1843.47
P1086,Phone,Grocery,535.86,4267.66
P1087,Rice,Fashion,38.03,889.33
P1088,Phone,Fashion,50.0,1288.4
P1089,Rice,Fashion,1351.17,2567.06
P1090,Laptop,Electronics,50.0,2583.01
P1091,Laptop,Fashion,480.91,2338.24
P1092,Shirt,Fashion,50.0,439.77
P1093,Shirt,Electronics,50.0,1144.64
P1094,Laptop,Grocery,50.0,2949.82
P1095,Shirt,Grocery,1608.4,2687.11
P1096,Shirt,Fashion,50.0,548.62
P1097,Rice,Electronics,50.0,2744.55
P1098,Laptop,Grocery,50.0,2911.64
P1099,Phone,Grocery,50.0,538.57
P1100,Laptop,Electronics,179.6,947.54
P1101,Phone,Grocery,951.76,4742.32
P1102,Phone,Electronics,50.0,2677.61
P1103,Phone,Electronics,482.67,765.16
P1104,Laptop,Grocery,50.0,477.62
P1105,Phone,Fashion,50.0,1810.15
P1106,Rice,Grocery,1492.28,1795.01
P1107,Laptop,Fashion,199.33,428.37
P1108,Laptop,Electronics,596.97,2776.51
P1109,Rice,Electronics,2279.84,3626.48
P1110,Laptop,Grocery,672.38,2141.71
P1111,Rice,Grocery,2909.57,4529.36
P1112,Rice,Fashion,2131.78,3597.1
P1113,Phone,Fashion,964.15,3774.39
P1114,Laptop,Fashion,2352.16,4407.7
P1115,Rice,Grocery,1766.94,2091.92
P1116,Phone,Grocery,50.0,661.91
P1117,Phone,Fashion,888.03,3261.31
P1118,Rice,Fashion,392.6,1895.5
P1119,Shirt,Fashion,1166.55,2902.84
P1120,Shirt,Grocery,50.0,2013.78
P1121,Laptop,Fashion,1267.69,1734.09
P1122,Rice,Grocery,2021.13,3332.46
P1123,Rice,Electronics,1045.26,3260.33
P1124,Shirt,Grocery,50.0,2383.28
P1125,Shirt,Fashion,50.0,1369.19
P1126,Shirt,Electronics,50.0,2624.64
P1127,Phone,Grocery,521.64,3789.0
P1128,Rice,Grocery,975.7,3706.25
P1129,Rice,Grocery,2773.01,4195.95
P1130,Shirt,Grocery,297.91,4300.22
P1131,Rice,Fashion,572.58,4884.84
P1132,Phone,Electronics,50.0,2007.02
P1133,Rice,Electronics,729.66,4567.6
P1134,Laptop,Fashion,863.59,2931.44
P1135,Phone,Electronics,50.0,1075.76
P1136,Rice,Fashion,50.0,2116.51
P1137,Laptop,Grocery,50.0,2504.56
P1138,Phone,Grocery,802.72,2678.77
P1139,Shirt,Fashion,50.0,2789.74
P1140,Rice,Fashion,50.0,2765.74
P1141,Shirt,Electronics,626.38,2090.96
P1142,Phone,Grocery,50.0,1651.96
P1143,Shirt,Grocery,50.0,1110.27
P1144,Shirt,Electronics,207.98,1351.18
P1145,Phone,Grocery,50.0,2105.31
P1146,Shirt,Grocery,50.0,268.87
P1147,Rice,Electronics,557.13,1354.45
P1148,Rice,Grocery,2730.36,4450.72
P1149,Phone,Grocery,167.53,2107.77
P1150,Shirt,Electronics,50.0,440.43
P1151,Laptop,Electronics,27.35,170.89
P1152,Laptop,Fashion,2349.33,4119.21
P1153,Shirt,Fashion,1987.1,2656.3
P1154,Laptop,Grocery,50.0,226.04
P1155,Phone,Fashion,50.0,686.48
P1156,Laptop,Electronics,281.71,1042.64
P1157,Laptop,Electronics,50.0,925.71
P1158,Rice,Electronics,50.0,280.13
P1159,Rice,Grocery,1704.28,2227.58
P1160,Rice,Fashion,1731.4,4646.62
P1161,Laptop,Fashion,50.0,1919.72
P1162,Shirt,Grocery,50.0,985.45
P1163,Phone,Grocery,288.45,4748.67
P1164,Phone,Grocery,50.0,156.82
P1165,Phone,Grocery,1232.22,2310.74
P1166,Phone,Electronics,50.0,1202.59
P1167,Shirt,Grocery,880.08,2763.83
P1168,Rice,Grocery,2289.29,2663.61
P1169,Laptop,Electronics,50.0,185.29
P1170,Shirt,Electronics,50.0,419.41
P1171,Laptop,Fashion,50.0,1588.1
P1172,Rice,Electronics,50.0,2772.97
P1173,Rice,Fashion,429.62,2232.0
P1174,Phone,Electronics,2123.15,4039.91
P1175,Shirt,Grocery,664.31,4022.2
P1176,Laptop,Grocery,1060.05,2573.11
P1177,Phone,Electronics,543.68,4000.38
P1178,Rice,Fashion,50.0,2433.78
P1179,Rice,Electronics,2115.88,3680.33
P1180,Laptop,Grocery,50.0,995.67
P1181,Shirt,Electronics,477.58,1993.39
P1182,Laptop,Electronics,309.81,2274.83
P1183,Laptop,Grocery,50.0,1967.58
P1184,Shirt,Grocery,88.37,1871.71
P1185,Phone,Fashion,596.01,1786.85
P1186,Shirt,Fashion,1908.54,3679.67
P1187,Laptop,Grocery,139.48,1703.67
P1188,Shirt,Fashion,320.99,723.38
P1189,Phone,Fashion,1577.46,1717.57
P1190,Rice,Electronics,50.0,1692.28
P1191,Rice,Electronics,278.22,4386.26
P1192,Shirt,Electronics,50.0,183.13
P1193,Phone,Grocery,50.0,1299.13
P1194,Rice,Fashion,50.0,1707.64
P1195,Laptop,Fashion,50.0,1790.02
P1196,Laptop,Fashion,50.0,373.09
P1197,Rice,Grocery,50.0,1062.83
P1198,Rice,Electronics,1149.51,2262.93
P1199,Laptop,Fashion,2038.7,4833.0
P1200,Phone,Fashion,50.0,1974.31
P1201,Laptop,Grocery,50.0,513.4
P1202,Phone,Electronics,50.0,561.94
P1203,Rice,Grocery,50.0,2534.35
P1204,Phone,Electronics,50.0,1649.3
P1205,Shirt,Grocery,50.0,571.11
P1206,Rice,Grocery,1678.88,2372.04
P1207,Laptop,Grocery,50.0,1491.0
P1208,Laptop,Grocery,2072.69,2501.52
P1209,Phone,Grocery,203.7,842.37
P1210,Rice,Electronics,923.4,4452.72
P1211,Laptop,Electronics,50.0,1795.38
P1212,Shirt,Fashion,50.0,110.2
P1213,Phone,Fashion,50.0,1628.69
P1214,Phone,Fashion,50.0,2242.28
P1215,Phone,Grocery,309.65,709.46
P1216,Laptop,Grocery,1829.93,4135.17
P1217,Rice,Electronics,108.49,2487.94
P1218,Rice,Grocery,1024.55,4828.14
P1219,Phone,Grocery,924.21,3349.57
P1220,Shirt,Fashion,50.0,106.85
P1221,Rice,Fashion,2883.14,4820.92
P1222,Laptop,Fashion,507.26,4803.04
P1223,Laptop,Grocery,50.0,1457.12
P1224,Shirt,Grocery,50.0,547.6
P1225,Laptop,Electronics,1298.87,2187.73
P1226,Laptop,Grocery,1052.94,1407.56
P1227,Laptop,Fashion,398.68,4375.95
P1228,Rice,Grocery,50.0,2321.2
P1229,Shirt,Electronics,808.15,4095.47
P1230,Phone,Electronics,19.66,50.0
P1231,Phone,Electronics,50.0,2960.94
P1232,Rice,Grocery,50.0,2365.71
P1233,Shirt,Fashion,50.0,225.33
P1234,Laptop,Electronics,1706.66,2728.78
P1235,Shirt,Grocery,50.0,2547.96
P1236,Phone,Electronics,217.99,1400.61
P1237,Shirt,Fashion,973.88,2328.63
P1238,Phone,Fashion,2306.83,2671.16
P1239,Shirt,Fashion,50.0,684.49
P1240,Phone,Grocery,194.18,2078.68
P1241,Phone,Electronics,2410.9,4307.36
P1242,Rice,Grocery,50.0,2421.03
P1243,Rice,Grocery,50.0,1031.98
P1244,Laptop,Fashion,50.0,230.87
P1245,Phone,Grocery,50.0,2781.43
P1246,Shirt,Grocery,202.15,992.04
P1247,Laptop,Grocery,50.0,1917.35
P1248,Phone,Fashion,50.0,2834.73
P1249,Phone,Fashion,50.0,2851.59
P1250,Shirt,Fashion,50.0,1144.18
P1251,Laptop,Grocery,1124.38,1492.77
P1252,Shirt,Grocery,50.0,693.33
P1253,Phone,Fashion,50.0,1085.04
P1254,Rice,Electronics,1533.32,3985.53
P1255,Laptop,Grocery,50.0,1838.83
P1256,Phone,Electronics,50.0,1133.74
P1257,Rice,Fashion,50.0,812.94
P1258,Shirt,Grocery,2455.6,3096.05
P1259,Rice,Grocery,385.51,2173.03
P1260,Rice,Electronics,274.26,4430.76
P1261,Rice,Grocery,50.0,1610.62
P1262,Phone,Grocery,1689.32,4238.39
P1263,Laptop,Electronics,50.0,2569.23
P1264,Phone,Electronics,2209.36,4077.16
P1265,Laptop,Fashion,50.0,2413.34
P1266,Phone,Grocery,937.45,2104.24
P1267,Laptop,Fashion,1544.4,1810.86
P1268,Laptop,Fashion,1673.55,2798.92
P1269,Shirt,Electronics,50.0,2159.16
P1270,Laptop,Grocery,312.52,4881.16
P1271,Rice,Electronics,50.0,2790.35
P1272,Rice,Electronics,50.0,2514.94
P1273,Laptop,Electronics,50.0,2257.17
P1274,Phone,Fashion,558.78,4652.69
P1275,Phone,Electronics,50.0,1285.05
P1276,Rice,Electronics,50.0,1359.03
P1277,Shirt,Electronics,50.0,2803.23
P1278,Rice,Grocery,50.0,1513.55
P1279,Laptop,Electronics,607.21,4413.39
P1280,Shirt,Fashion,2252.3,3925.82
P1281,Phone,Electronics,1515.41,2983.35
P1282,Shirt,Fashion,49.68,50.0
P1283,Phone,Electronics,50.0,1140.0
P1284,Rice,Grocery,50.0,2365.67
P1285,Shirt,Fashion,140.41,2482.33
P1286,Shirt,Grocery,309.53,2499.96
P1287,Laptop,Fashion,50.0,91.36
P1288,Laptop,Fashion,50.0,711.25
P1289,Shirt,Grocery,2318.56,4420.0
P1290,Rice,Fashion,50.0,393.77
P1291,Shirt,Electronics,1443.32,4123.63
P1292,Rice,Fashion,50.0,2301.33
P1293,Shirt,Fashion,1676.93,4687.32
P1294,Shirt,Electronics,932.98,4755.25
P1295,Laptop,Grocery,1721.7,4364.1
P1296,Laptop,Grocery,50.0,109.54
P1297,Rice,Grocery,2076.84,3192.03
P1298,Rice,Electronics,2378.64,3236.86
P1299,Shirt,Electronics,2157.88,2945.49
P1300,Shirt,Grocery,50.0,2081.5
P1301,Shirt,Electronics,1562.21,1990.82
P1302,Phone,Electronics,50.0,1349.54
P1303,Rice,Grocery,50.0,1590.88
P1304,Shirt,Fashion,170.18,453.54
P1305,Shirt,Electronics,50.0,1779.67
P1306,Shirt,Fashion,50.0,297.05
P1307,Shirt,Fashion,2915.58,3639.47
P1308,Shirt,Electronics,1102.25,3055.39
P1309,Phone,Electronics,2948.71,4806.35
P1310,Laptop,Electronics,50.0,2325.07
P1311,Shirt,Fashion,50.0,172.2
P1312,Phone,Fashion,1270.24,4909.74
P1313,Phone,Grocery,50.0,1288.07
P1314,Phone,Grocery,1486.06,2716.31
P1315,Phone,Fashion,655.52,4760.82
P1316,Laptop,Fashion,2004.7,2177.82
P1317,Laptop,Grocery,2582.21,3985.46
P1318,Laptop,Electronics,50.0,1501.91
P1319,Rice,Electronics,50.0,1047.9
P1320,Shirt,Fashion,859.71,2143.1
P1321,Shirt,Grocery,50.0,1259.12
P1322,Phone,Electronics,136.41,4851.75
P1323,Rice,Electronics,1236.84,4995.35
P1324,Laptop,Fashion,50.0,1628.55
P1325,Rice,Fashion,50.0,992.56
P1326,Rice,Fashion,718.61,3590.45
P1327,Shirt,Grocery,1846.7,3579.18
P1328,Rice,Fashion,50.0,1487.45
P1329,Shirt,Grocery,50.0,2654.46
P1330,Rice,Electronics,448.21,3809.36
P1331,Rice,Grocery,50.0,880.96
P1332,Shirt,Fashion,50.0,1751.94
P1333,Phone,Fashion,1179.99,2022.06
P1334,Shirt,Grocery,764.18,1634.01
P1335,Shirt,Grocery,904.68,4826.33
P1336,Phone,Electronics,534.54,3253.27
P1337,Shirt,Grocery,50.0,2700.02
P1338,Laptop,Fashion,50.0,1500.34
P1339,Phone,Fashion,552.23,1786.94
P1340,Laptop,Grocery,50.0,929.97
P1341,Phone,Fashion,50.0,378.15
P1342,Laptop,Grocery,50.0,781.06
P1343,Laptop,Fashion,1571.33,4454.65
P1344,Rice,Grocery,1665.3,2111.76
P1345,Laptop,Fashion,162.66,2532.76
P1346,Rice,Fashion,50.0,2444.26
P1347,Rice,Fashion,404.88,591.18
P1348,Shirt,Electronics,50.0,2706.64
P1349,Laptop,Fashion,50.0,2020.43
P1350,Laptop,Grocery,2545.47,4469.35
P1351,Shirt,Fashion,50.0,1052.66
P1352,Phone,Electronics,797.62,2810.28
P1353,Phone,Electronics,50.0,2916.77
P1354,Phone,Fashion,25.6,50.0
P1355,Shirt,Electronics,88.47,421.6
P1356,Shirt,Grocery,467.93,1327.55
P1357,Rice,Electronics,50.0,713.15
P1358,Laptop,Grocery,50.0,2138.37
P1359,Phone,Electronics,50.0,753.71
P1360,Laptop,Electronics,50.0,633.75
P1361,Laptop,Fashion,50.0,636.83
P1362,Shirt,Grocery,1162.53,2444.19
P1363,Shirt,Grocery,2304.26,4012.45
P1364,Rice,Fashion,1463.76,1801.3
P1365,Shirt,Fashion,50.0,2361.81
P1366,Phone,Electronics,2608.49,4734.5
P1367,Rice,Grocery,50.0,2773.78
P1368,Shirt,Grocery,1933.87,2785.79
P1369,Shirt,Fashion,140.91,2865.86
P1370,Laptop,Electronics,1613.92,2037.57
P1371,Phone,Fashion,50.0,1290.14
P1372,Rice,Electronics,1734.22,4100.8
P1373,Rice,Fashion,50.0,769.26
P1374,Phone,Grocery,1383.73,2044.3
P1375,Shirt,Fashion,2672.74,4738.56
P1376,Shirt,Grocery,1139.84,1750.62
P1377,Laptop,Electronics,2974.93,3391.42
P1378,Shirt,Electronics,50.0,1059.77
P1379,Phone,Electronics,1863.85,2209.5
P1380,Rice,Electronics,17.87,380.11
P1381,Shirt,Electronics,708.6,4319.77
P1382,Phone,Electronics,50.0,1665.08
P1383,Rice,Electronics,941.44,2167.07
P1384,Shirt,Electronics,596.17,3916.75
P1385,Shirt,Electronics,50.0,118.63
P1386,Phone,Grocery,50.0,653.91
P1387,Phone,Electronics,50.0,1840.11
P1388,Phone,Grocery,50.0,512.31
P1389,Shirt,Electronics,1777.3,4017.66
P1390,Phone,Electronics,634.72,2434.47
P1391,Rice,Fashion,50.0,732.45
P1392,Shirt,Grocery,50.0,1697.65
P1393,Rice,Fashion,50.0,2611.14
P1394,Rice,Electronics,1307.54,1713.65
P1395,Rice,Grocery,1002.18,3131.67
P1396,Laptop,Electronics,50.0,1237.53
P1397,Laptop,Fashion,50.0,2458.77
P1398,Shirt,Electronics,1573.81,2693.6
P1399,Shirt,Electronics,50.0,2786.7
P1400,Rice,Fashion,50.0,1846.44
P1401,Shirt,Fashion,50.0,344.91
P1402,Shirt,Fashion,1852.8,4186.99
P1403,Laptop,Grocery,50.0,1605.61
P1404,Rice,Fashion,921.8,3613.84
P1405,Phone,Fashion,804.23,4727.78
P1406,Shirt,Electronics,50.0,324.51
P1407,Laptop,Grocery,50.0,1386.67
P1408,Rice,Grocery,50.0,1635.53
P1409,Phone,Fashion,2878.11,3444.48
P1410,Shirt,Fashion,50.0,671.76
P1411,Shirt,Grocery,50.0,731.49
P1412,Laptop,Fashion,50.0,2772.26
P1413,Laptop,Fashion,50.0,626.04
P1414,Rice,Grocery,50.0,2512.66
P1415,Laptop,Electronics,196.93,3127.86
P1416,Phone,Grocery,50.0,1153.88
P1417,Shirt,Grocery,1394.78,4913.91
P1418,Laptop,Grocery,50.0,1562.66
P1419,Phone,Electronics,50.0,2315.58
P1420,Laptop,Fashion,50.0,2392.54
P1421,Shirt,Grocery,2019.08,3307.87
P1422,Laptop,Fashion,2391.84,2960.06
P1423,Shirt,Grocery,1167.96,2110.72
P1424,Shirt,Fashion,50.0,1156.34
P1425,Shirt,Fashion,2207.01,2471.68
P1426,Laptop,Grocery,50.0,305.45
P1427,Shirt,Fashion,1591.39,4462.7
P1428,Laptop,Electronics,50.0,373.13
P1429,Laptop,Electronics,50.0,1614.5
P1430,Rice,Fashion,50.0,1162.55
P1431,Rice,Electronics,2038.25,4036.41
P1432,Laptop,Fashion,50.0,620.07
P1433,Phone,Grocery,50.0,985.37
P1434,Shirt,Electronics,50.0,1696.5
P1435,Shirt,Fashion,1747.86,1982.85
P1436,Rice,Electronics,50.0,2872.0
P1437,Phone,Grocery,50.0,510.18
P1438,Laptop,Grocery,50.0,228.58
P1439,Laptop,Grocery,1646.68,1709.77
P1440,Phone,Fashion,50.0,2421.01
P1441,Laptop,Grocery,50.0,815.64
P1442,Rice,Electronics,50.0,2574.13
P1443,Rice,Grocery,50.0,783.95
P1444,Shirt,Electronics,50.0,875.08
P1445,Laptop,Fashion,826.01,2336.86
P1446,Shirt,Electronics,50.0,2943.15
P1447,Shirt,Grocery,50.0,1606.15
P1448,Rice,Fashion,50.0,2907.22
P1449,Laptop,Fashion,717.26,1614.04
P1450,Shirt,Grocery,50.0,429.59
P1451,Phone,Grocery,1312.5,2928.43
P1452,Laptop,Fashion,382.82,961.13
P1453,Shirt,Fashion,1432.84,1707.43
P1454,Rice,Fashion,50.0,1672.89
P1455,Rice,Grocery,799.08,2478.11
P1456,Phone,Fashion,844.3,860.18
P1457,Rice,Fashion,50.0,2395.06
P1458,Laptop,Fashion,50.0,2635.11
P1459,Laptop,Electronics,2578.43,3169.07
P1460,Shirt,Electronics,553.29,1012.51
P1461,Rice,Electronics,1593.2,1625.95
P1462,Laptop,Fashion,50.0,1044.16
P1463,Phone,Grocery,284.98,4374.95
P1464,Phone,Fashion,50.0,1515.89
P1465,Laptop,Grocery,664.09,720.93
P1466,Laptop,Grocery,601.71,2637.23
P1467,Shirt,Electronics,832.17,1912.84
P1468,Rice,Grocery,50.0,2855.57
P1469,Laptop,Fashion,50.0,543.9
P1470,Rice,Electronics,50.0,1089.03
P1471,Rice,Grocery,181.23,1161.28
P1472,Rice,Fashion,2773.04,2991.83
P1473,Rice,Fashion,2211.35,4037.34
P1474,Shirt,Electronics,1774.07,3745.17
P1475,Phone,Fashion,2992.22,4715.58
P1476,Shirt,Grocery,50.0,2119.44
P1477,Shirt,Fashion,2774.65,4631.93
P1478,Rice,Grocery,1277.13,1733.58
P1479,Laptop,Fashion,50.0,584.0
P1480,Laptop,Grocery,598.66,2341.08
P1481,Phone,Grocery,50.0,263.17
P1482,Shirt,Electronics,918.66,3477.32
P1483,Shirt,Electronics,2635.75,2758.02
P1484,Rice,Fashion,2386.44,4295.59
P1485,Shirt,Grocery,50.0,317.87
P1486,Rice,Electronics,612.51,2302.09
P1487,Phone,Electronics,495.61,2361.79
P1488,Rice,Electronics,1743.42,1805.82
P1489,Laptop,Fashion,1520.85,2821.67
P1490,Rice,Fashion,50.0,579.35
P1491,Phone,Electronics,378.38,2030.1
P1492,Rice,Electronics,1909.49,2478.28
P1493,Laptop,Grocery,50.0,91.38
P1494,Phone,Grocery,50.0,862.58
P1495,Laptop,Electronics,50.0,2273.62
P1496,Shirt,Electronics,21.23,344.36
P1497,Shirt,Electronics,50.0,2852.06
P1498,Rice,Fashion,50.0,934.79
P1499,Shirt,Fashion,720.45,4939.42
P1500,Rice,Electronics,50.0,2400.43
P1501,Phone,Grocery,50.0,195.48
P1502,Laptop,Fashion,884.53,1645.29
P1503,Rice,Electronics,50.0,2383.1
P1504,Phone,Fashion,50.0,1397.13
P1505,Rice,Electronics,976.14,1859.74
P1506,Shirt,Grocery,497.64,1617.29
P1507,Laptop,Electronics,1836.4,3093.76
P1508,Phone,Grocery,50.0,1585.44
P1509,Phone,Electronics,50.0,530.27
P1510,Phone,Grocery,190.15,3059.33
P1511,Rice,Fashion,50.0,1987.29
P1512,Laptop,Fashion,1604.22,2511.63
P1513,Shirt,Electronics,50.0,1107.62
P1514,Shirt,Electronics,1043.72,4178.23
P1515,Rice,Fashion,50.0,1690.74
P1516,Rice,Electronics,50.0,977.07
P1517,Rice,Fashion,13.96,2963.23
P1518,Rice,Electronics,1171.74,2683.03
P1519,Phone,Electronics,638.26,4203.22
P1520,Laptop,Grocery,50.0,2681.37
P1521,Shirt,Electronics,2302.43,2702.67
P1522,Rice,Fashion,971.89,2354.13
P1523,Laptop,Grocery,806.79,1301.56
P1524,Laptop,Electronics,50.0,2028.37
P1525,Shirt,Grocery,2652.19,3374.17
P1526,Phone,Fashion,50.0,632.82
P1527,Phone,Electronics,269.88,1650.61
P1528,Shirt,Fashion,50.0,2286.3
P1529,Shirt,Electronics,50.0,1922.2
P1530,Phone,Grocery,50.0,1887.2
P1531,Laptop,Electronics,1367.1,2704.15
P1532,Laptop,Electronics,50.0,1256.38
P1533,Phone,Fashion,1537.82,2072.11
P1534,Rice,Electronics,968.51,4341.02
P1535,Phone,Fashion,1045.31,1177.71
P1536,Phone,Fashion,1620.69,3120.65
P1537,Rice,Grocery,1717.17,4179.59
P1538,Laptop,Electronics,1075.24,4132.8
P1539,Phone,Fashion,50.0,631.08
P1540,Rice,Grocery,50.0,2064.42
P1541,Shirt,Fashion,551.64,1051.85
P1542,Shirt,Grocery,50.0,2571.96
P1543,Rice,Grocery,1820.18,3926.96
P1544,Phone,Grocery,50.0,1799.23
P1545,Shirt,Fashion,50.0,2705.55
P1546,Phone,Electronics,50.0,596.95
P1547,Phone,Fashion,876.19,1677.05
P1548,Rice,Grocery,1020.81,3829.73
P1549,Rice,Electronics,1140.16,1541.84
P1550,Laptop,Fashion,50.0,140.57
P1551,Rice,Fashion,50.0,525.75
P1552,Shirt,Grocery,50.0,986.63
P1553,Shirt,Electronics,1045.9,2974.21
P1554,Rice,Grocery,1598.87,2458.79
P1555,Laptop,Electronics,1579.8,4614.84
P1556,Rice,Grocery,2907.93,3816.13
P1557,Laptop,Fashion,1571.91,4506.53
P1558,Shirt,Fashion,50.0,2188.77
P1559,Laptop,Fashion,50.0,1544.19
P1560,Phone,Grocery,1484.22,2325.17
P1561,Rice,Fashion,50.0,227.23
P1562,Shirt,Fashion,306.75,3234.88
P1563,Rice,Electronics,50.0,1997.82
P1564,Laptop,Grocery,2189.14,2835.94
P1565,Laptop,Grocery,50.0,727.82
P1566,Laptop,Electronics,50.0,2804.02
P1567,Shirt,Grocery,812.17,3654.68
P1568,Rice,Grocery,2357.72,2472.08
P1569,Rice,Electronics,50.0,416.69
P1570,Shirt,Grocery,50.0,2380.76
P1571,Phone,Electronics,976.23,3748.18
P1572,Phone,Fashion,1745.52,4913.63
P1573,Shirt,Electronics,50.0,1118.02
P1574,Rice,Grocery,1163.42,2710.47
P1575,Laptop,Fashion,50.0,771.23
P1576,Laptop,Fashion,50.0,282.42
P1577,Laptop,Grocery,50.0,1701.08
P1578,Laptop,Grocery,50.0,1911.89
P1579,Phone,Electronics,50.0,2752.75
P1580,Shirt,Electronics,731.97,735.69
P1581,Shirt,Fashion,114.46,962.14
P1582,Rice,Grocery,50.0,603.65
P1583,Shirt,Fashion,1475.74,3504.13
P1584,Shirt,Electronics,1063.78,1815.7
P1585,Laptop,Grocery,50.0,458.46
P1586,Phone,Fashion,1183.93,3711.72
P1587,Laptop,Fashion,50.0,1324.35
P1588,Laptop,Grocery,1597.27,2380.07
P1589,Rice,Fashion,1694.77,2261.65
P1590,Shirt,Grocery,50.0,1669.75
P1591,Shirt,Grocery,50.0,1130.74
P1592,Shirt,Fashion,50.0,1082.66
P1593,Rice,Electronics,50.0,2853.3
P1594,Phone,Fashion,336.07,4210.59
P1595,Laptop,Fashion,884.33,2662.95
P1596,Rice,Grocery,50.0,2169.51
P1597,Shirt,Electronics,50.0,1273.33
P1598,Rice,Grocery,2231.19,2334.65
P1599,Shirt,Fashion,1675.92,1680.57
P1600,Phone,Electronics,851.54,2759.03
P1601,Phone,Grocery,50.0,237.01
P1602,Laptop,Fashion,50.0,1025.45
P1603,Shirt,Fashion,50.0,1904.54
P1604,Laptop,Fashion,50.0,848.77
P1605,Phone,Electronics,50.0,2886.6
P1606,Shirt,Fashion,1397.78,2067.26
P1607,Shirt,Electronics,50.0,1674.27
P1608,Rice,Grocery,50.0,2348.1
P1609,Shirt,Grocery,50.0,1821.88
P1610,Rice,Fashion,50.0,128.15
P1611,Phone,Grocery,50.0,848.84
P1612,Laptop,Electronics,1026.48,3495.06
P1613,Laptop,Electronics,50.0,1158.58
P1614,Laptop,Grocery,1158.68,1413.84
P1615,Rice,Electronics,50.0,740.38
P1616,Rice,Electronics,50.0,741.09
P1617,Phone,Grocery,50.0,734.92
