Order_Item_ID,Order_ID,Product_ID,Quantity,Price_per_Unit,Total_Amount
OI110,O29755,P16873,4,256.02,1024.08
OI111,O39883,P1922,3,288.87,866.61
OI112,O1572,P23994,1,484.0,484.0
OI113,O38388,P4760,2,335.21,670.42
OI114,O16743,P22524,1,415.41,415.41
OI115,O35125,P12680,4,474.34,1897.36
OI116,O31037,P29883,2,383.72,767.44
OI117,O25795,P23763,3,351.38,1054.1399999999999
OI118,O20869,P22568,1,412.78,412.78
OI119,O30453,P19127,2,485.73,971.46
OI120,O12864,P12286,2,11.96,23.92
OI121,O4300,P16444,3,437.68,1313.04
OI122,O39456,P15312,5,445.83,2229.15
OI123,O24837,P13609,4,303.32,1213.28
OI124,O17758,P39361,5,468.15,2340.75
OI125,O21996,P14486,3,474.44,1423.32
OI126,O17380,P2738,3,237.63,712.89
OI127,O8038,P19912,3,16.62,49.86
OI128,O9737,P7793,5,45.57,227.85
OI129,O1648,P33091,1,163.75,163.75
OI130,O10950,P2271,3,479.14,1437.42
OI131,O32876,P20153,4,113.83,455.32
OI132,O22633,P23734,3,16.23,48.69
OI133,O21659,P24659,3,318.9,956.6999999999999
OI134,O14672,P9410,1,170.14,170.14
OI135,O32584,P26133,3,324.44,973.3199999999999
OI136,O20870,P8813,3,179.15,537.45
OI137,O27907,P28706,3,463.17,1389.51
OI138,O31690,P18006,2,347.36,694.72
OI139,O29282,P21298,4,205.15,820.6
OI140,O11576,P10229,4,157.07,628.28
OI141,O25254,P27055,1,491.35,491.35
OI142,O27215,P27993,5,27.5,137.5
OI143,O25667,P29789,2,201.91,403.82
OI144,O30624,P28472,5,395.2,1976.0
OI145,O28702,P28517,4,250.63,1002.52
OI146,O38084,P1970,5,404.49,2022.45
OI147,O1486,P25558,4,402.95,1611.8
OI148,O24279,P39362,3,69.48,208.44
OI149,O6454,P17866,4,36.04,144.16
OI150,O38793,P38464,2,481.11,962.22
OI151,O30175,P10724,3,108.6,325.79999999999995
OI152,O18185,P25998,1,88.2,88.2
OI153,O31513,P5781,4,494.62,1978.48
OI154,O21909,P8380,1,15.23,15.23
OI155,O28836,P38631,3,90.93,272.79
OI156,O17993,P6303,3,493.15,1479.4499999999998
OI157,O23987,P16323,4,276.81,1107.24
OI158,O14702,P15659,4,17.81,71.24
OI159,O27633,P15352,1,490.14,490.14
OI160,O2691,P7908,5,292.03,1460.1499999999999
OI161,O16127,P37690,5,237.51,1187.55
OI162,O5917,P38383,3,270.09,810.27
OI163,O26522,P28652,4,119.79,479.16
OI164,O2612,P13076,1,122.91,122.91
OI165,O11801,P35180,5,489.58,2447.9
OI166,O22844,P37370,2,173.75,347.5
OI167,O4735,P27531,3,412.65,1237.9499999999998
OI168,O30694,P30483,5,198.93,994.6500000000001
OI169,O27125,P2564,5,235.11,1175.5500000000002
OI170,O18352,P37483,1,463.05,463.05
OI171,O34108,P19154,2,440.87,881.74
OI172,O6395,P5170,5,148.28,741.4
OI173,O23008,P37732,1,157.51,157.51
OI174,O35482,P33271,4,307.08,1228.32
OI175,O15342,P22457,3,185.18,555.54
OI176,O2716,P26643,5,46.39,231.95
OI177,O13519,P28363,2,488.29,976.58
OI178,O22270,P3488,1,396.8,396.8
OI179,O10904,P4016,4,317.79,1271.16
OI180,O24876,P10297,2,223.37,446.74
OI181,O19226,P2501,1,95.94,95.94
OI182,O22854,P34498,3,239.48,718.4399999999999
OI183,O30356,P5083,5,301.94,1509.7
OI184,O12454,P2206,3,475.13,1425.3899999999999
OI185,O16446,P19627,1,93.61,93.61
OI186,O6116,P9369,4,493.86,1975.44
OI187,O14469,P39738,4,295.74,1182.96
OI188,O29481,P12075,1,445.76,445.76
OI189,O32656,P27588,4,374.11,1496.44
OI190,O11147,P2894,2,368.28,736.56
OI191,O31778,P19317,2,137.1,274.2
OI192,O23964,P14643,1,79.72,79.72
OI193,O40927,P6830,3,343.6,1030.8000000000002
OI194,O13469,P27461,3,154.84,464.52
OI195,O28716,P32615,5,128.42,642.0999999999999
OI196,O34000,P24527,4,113.8,455.2
OI197,O23011,P31187,1,126.66,126.66
OI198,O5179,P20831,1,387.68,387.68
OI199,O12188,P8909,1,98.37,98.37
OI200,O3873,P29880,3,69.79,209.37
OI201,O28548,P30315,1,417.12,417.12
OI202,O7648,P4443,4,494.45,1977.8
OI203,O5214,P20194,5,222.51,1112.55
OI204,O34156,P16641,5,314.34,1571.6999999999998
OI205,O20840,P16887,2,239.49,478.98
OI206,O32204,P25097,2,267.03,534.06
OI207,O22669,P23002,4,135.82,543.28
OI208,O36895,P4510,1,39.64,39.64
OI209,O22848,P30903,2,480.71,961.42
OI210,O33353,P8135,4,215.57,862.28
OI211,O13414,P12273,1,424.98,424.98
OI212,O2145,P25779,2,402.02,804.04
OI213,O6946,P4217,3,219.37,658.11
OI214,O12162,P19811,2,158.67,317.34
OI215,O37291,P4608,4,471.72,1886.88
OI216,O13819,P26686,2,74.61,149.22
OI217,O40329,P32784,4,184.58,738.32
OI218,O39114,P36265,2,23.42,46.84
OI219,O5483,P32315,4,23.13,92.52
OI220,O22211,P36578,1,259.11,259.11
OI221,O18973,P21389,3,129.37,388.11
OI222,O38230,P13545,3,121.11,363.33
OI223,O16638,P21076,4,402.59,1610.36
OI224,O35672,P1732,4,455.2,1820.8
OI225,O16636,P35068,5,69.56,347.8
OI226,O9045,P30554,1,50.12,50.12
OI227,O6403,P31722,2,193.79,387.58
OI228,O38756,P5673,5,387.41,1937.0500000000002
OI229,O24073,P26395,4,350.97,1403.88
OI230,O8254,P20465,3,45.23,135.69
OI231,O25774,P20439,2,95.62,191.24
OI232,O38863,P22986,3,392.38,1177.1399999999999
OI233,O5010,P36889,3,359.36,1078.08
OI234,O12899,P7533,4,238.73,954.92
OI235,O25712,P22142,1,153.93,153.93
OI236,O7102,P37982,4,298.51,1194.04
OI237,O14841,P26784,5,128.91,644.55
OI238,O33900,P10190,4,490.82,1963.28
OI239,O17414,P23611,4,72.55,290.2
OI240,O10288,P24971,4,139.56,558.24
OI241,O29022,P24008,3,414.3,1242.9
OI242,O28978,P6512,3,86.96,260.88
OI243,O33181,P7244,2,137.89,275.78
OI244,O16126,P14042,5,392.89,1964.4499999999998
OI245,O39454,P36585,5,462.43,2312.15
OI246,O24903,P5931,5,277.92,1389.6000000000001
OI247,O25924,P31843,5,432.43,2162.15
OI248,O28472,P24656,4,206.75,827.0
OI249,O20031,P40686,4,74.55,298.2
OI250,O15845,P33794,3,281.64,844.92
OI251,O30764,P15861,4,184.38,737.52
OI252,O34484,P28381,1,306.55,306.55
OI253,O17464,P30891,1,165.09,165.09
OI254,O3557,P13334,5,197.99,989.95
OI255,O5731,P10145,2,31.7,63.4
OI256,O8687,P35762,5,127.53,637.65
OI257,O32238,P33213,1,192.08,192.08
OI258,O29103,P22246,4,388.66,1554.64
OI259,O25766,P33233,2,357.62,715.24
OI260,O8132,P10428,3,68.74,206.21999999999997
OI261,O35724,P33712,1,52.23,52.23
OI262,O30531,P34399,3,125.81,377.43
OI263,O15986,P32895,3,47.86,143.57999999999998
OI264,O32358,P12977,2,437.89,875.78
OI265,O40821,P12032,4,271.99,1087.96
OI266,O12601,P19526,5,80.67,403.35
OI267,O22636,P25718,2,274.15,548.3
OI268,O35194,P15962,1,467.93,467.93
OI269,O1385,P27551,5,488.17,2440.85
OI270,O33565,P10176,5,144.84,724.2
OI271,O10446,P33041,3,275.97,827.9100000000001
OI272,O33482,P40240,5,22.36,111.8
OI273,O29206,P29527,5,472.16,2360.8
OI274,O11625,P30657,2,444.74,889.48
OI275,O19413,P16624,5,41.12,205.6
OI276,O3915,P26487,3,377.03,1131.09
OI277,O25075,P19215,1,25.02,25.02
OI278,O37379,P32498,5,68.39,341.95
OI279,O28698,P9960,5,110.26,551.3000000000001
OI280,O8988,P19835,3,164.5,493.5
OI281,O39970,P3757,3,177.47,532.41
OI282,O8185,P12732,1,14.17,14.17
OI283,O37128,P12132,5,387.7,1938.5
OI284,O23304,P22295,3,43.48,130.44
OI285,O14854,P16769,1,26.9,26.9
OI286,O11573,P34332,2,435.61,871.22
OI287,O21518,P27668,1,31.62,31.62
OI288,O21393,P25646,2,408.54,817.08
OI289,O25396,P2818,4,32.17,128.68
OI290,O20377,P13814,4,169.0,676.0
OI291,O23872,P21260,2,336.9,673.8
OI292,O27227,P1465,5,198.92,994.5999999999999
OI293,O25721,P22164,3,64.85,194.54999999999998
OI294,O6585,P7343,5,445.91,2229.55
OI295,O10311,P11440,5,301.55,1507.75
OI296,O19495,P19327,5,114.01,570.0500000000001
OI297,O40037,P6957,4,89.4,357.6
OI298,O35973,P14830,3,336.18,1008.54
OI299,O39642,P14384,1,444.76,444.76
OI300,O6349,P7086,3,462.69,1388.07
OI301,O17676,P40254,5,136.18,680.9000000000001
OI302,O17495,P18296,4,485.36,1941.44
OI303,O6447,P16219,3,65.25,195.75
OI304,O13093,P36702,4,353.48,1413.92
OI305,O33296,P25245,3,272.42,817.26
OI306,O39493,P17842,2,491.58,983.16
OI307,O38674,P24690,1,133.92,133.92
OI308,O21251,P16155,1,377.93,377.93
OI309,O1207,P30865,1,95.74,95.74
OI310,O36481,P3093,2,122.69,245.38
OI311,O10137,P28157,1,498.45,498.45
OI312,O40240,P34374,4,471.53,1886.12
OI313,O38359,P22971,3,154.13,462.39
OI314,O9722,P31710,3,435.76,1307.28
OI315,O39406,P25218,5,329.07,1645.35
OI316,O11728,P8076,1,462.89,462.89
OI317,O9417,P34992,2,317.59,635.18
OI318,O25197,P31798,3,181.48,544.4399999999999
OI319,O13789,P20228,4,142.52,570.08
OI320,O7612,P39361,2,341.32,682.64
OI321,O3240,P14754,2,354.32,708.64
OI322,O4768,P32747,3,386.46,1159.3799999999999
OI323,O7282,P31360,2,82.87,165.74
OI324,O4011,P24100,2,190.52,381.04
OI325,O5741,P17879,3,241.26,723.78
OI326,O18544,P21173,5,240.22,1201.1
OI327,O24516,P29146,1,453.36,453.36
OI328,O28161,P17761,2,224.62,449.24
OI329,O19957,P21194,1,408.01,408.01
OI330,O15213,P10592,2,24.06,48.12
OI331,O11174,P2176,4,32.06,128.24
OI332,O29071,P34210,3,205.55,616.6500000000001
OI333,O34264,P39962,3,316.06,948.1800000000001
OI334,O17347,P25138,4,292.11,1168.44
OI335,O24348,P3737,3,452.33,1356.99
OI336,O1667,P36457,2,271.47,542.94
OI337,O27580,P11215,1,377.65,377.65
OI338,O23751,P26926,2,459.18,918.36
OI339,O30116,P27377,5,255.29,1276.45
OI340,O21601,P10017,1,380.8,380.8
OI341,O37366,P2060,5,149.63,748.15
OI342,O23695,P19446,4,436.45,1745.8
OI343,O14788,P21090,5,323.4,1617.0
OI344,O12465,P14049,2,115.91,231.82
OI345,O28831,P14619,2,374.39,748.78
OI346,O15019,P4617,3,243.0,729.0
OI347,O6521,P13124,5,313.72,1568.6000000000001
OI348,O13078,P20206,5,335.92,1679.6000000000001
OI349,O16369,P7390,5,262.21,1311.05
OI350,O14352,P34521,1,450.96,450.96
OI351,O24872,P7881,5,52.72,263.6
OI352,O39173,P27154,5,125.68,628.4000000000001
OI353,O40522,P11100,4,243.0,972.0
OI354,O16032,P37855,3,76.53,229.59
OI355,O25630,P37749,4,497.16,1988.64
OI356,O2109,P19553,4,235.01,940.04
OI357,O21222,P9710,2,163.02,326.04
OI358,O30360,P38077,3,199.18,597.54
OI359,O18549,P8997,5,482.81,2414.05
OI360,O36821,P2395,3,21.28,63.84
OI361,O14216,P27623,1,342.12,342.12
OI362,O36981,P31825,3,387.56,1162.68
OI363,O33968,P20818,4,10.23,40.92
OI364,O6317,P19891,2,449.1,898.2
OI365,O40206,P8833,5,460.66,2303.3
OI366,O12283,P14691,3,386.19,1158.57
OI367,O16006,P8458,1,256.61,256.61
OI368,O21202,P33532,3,115.92,347.76
OI369,O36999,P5081,2,469.79,939.58
OI370,O29718,P39235,1,195.27,195.27
OI371,O21261,P31371,1,235.81,235.81
OI372,O23864,P20159,2,60.63,121.26
OI373,O19874,P28234,4,442.88,1771.52
OI374,O24989,P3776,1,252.64,252.64
OI375,O26489,P19719,2,112.15,224.3
OI376,O11160,P17738,4,28.35,113.4
OI377,O38367,P39029,3,176.12,528.36
OI378,O35255,P22181,3,477.08,1431.24
OI379,O18349,P3513,5,240.88,1204.4
OI380,O29958,P23063,1,365.29,365.29
OI381,O18491,P39242,3,200.72,602.16
OI382,O31754,P21774,4,252.45,1009.8
OI383,O29434,P16723,2,361.25,722.5
OI384,O19974,P25657,1,278.56,278.56
OI385,O14271,P10426,4,366.31,1465.24
OI386,O8599,P40957,3,310.2,930.5999999999999
OI387,O39181,P14847,5,198.05,990.25
OI388,O5498,P6833,1,246.54,246.54
OI389,O19568,P18007,5,456.53,2282.6499999999996
OI390,O21335,P18559,5,176.76,883.8
OI391,O19522,P35287,5,163.58,817.9000000000001
OI392,O39944,P2060,3,129.91,389.73
OI393,O11824,P14652,1,316.06,316.06
OI394,O19886,P14110,1,342.86,342.86
OI395,O39209,P36996,2,142.62,285.24
OI396,O27012,P31757,2,481.24,962.48
OI397,O35807,P25556,2,231.76,463.52
OI398,O33192,P25897,3,334.09,1002.27
OI399,O6160,P32973,1,358.55,358.55
OI400,O12251,P18877,4,248.42,993.68
OI401,O19855,P18742,4,336.86,1347.44
OI402,O26135,P37930,4,455.76,1823.04
OI403,O25227,P8972,5,376.66,1883.3000000000002
OI404,O7721,P1980,4,139.96,559.84
OI405,O28954,P37333,4,243.14,972.56
OI406,O34964,P27202,2,14.58,29.16
OI407,O19061,P20243,4,474.21,1896.84
OI408,O19993,P14789,4,270.26,1081.04
OI409,O14053,P32438,3,139.17,417.51
OI410,O2355,P27060,2,245.5,491.0
OI411,O31130,P32691,2,339.38,678.76
OI412,O25619,P32144,2,267.07,534.14
OI413,O28064,P11214,3,270.66,811.98
OI414,O19487,P10915,5,32.75,163.75
OI415,O37440,P19147,1,406.29,406.29
OI416,O28999,P33726,3,32.61,97.83
OI417,O7727,P40828,1,365.84,365.84
OI418,O33468,P31531,5,209.29,1046.45
OI419,O1933,P9567,4,177.8,711.2
OI420,O36719,P23969,4,401.14,1604.56
OI421,O8195,P21107,4,250.41,1001.64
OI422,O4501,P17107,4,304.66,1218.64
OI423,O4702,P19982,4,105.38,421.52
OI424,O10430,P24846,3,144.99,434.97
OI425,O4093,P17223,5,146.9,734.5
OI426,O37569,P32231,2,318.95,637.9
OI427,O7806,P16349,1,473.94,473.94
OI428,O21207,P37712,3,190.44,571.3199999999999
OI429,O9717,P7822,4,176.83,707.32
OI430,O32223,P10468,5,314.93,1574.65
OI431,O10626,P17979,1,409.57,409.57
OI432,O16433,P2638,5,225.13,1125.65
OI433,O19703,P28557,4,391.1,1564.4
OI434,O13140,P16922,3,10.46,31.380000000000003
OI435,O17861,P31536,3,42.54,127.62
OI436,O37192,P23906,1,32.29,32.29
OI437,O13341,P19497,3,236.86,710.58
OI438,O22381,P25725,5,296.27,1481.35
OI439,O40744,P27324,1,269.95,269.95
OI440,O7781,P2820,5,76.27,381.34999999999997
OI441,O5666,P8738,3,479.26,1437.78
OI442,O26380,P14996,1,101.87,101.87
OI443,O25973,P28128,2,55.21,110.42
OI444,O15125,P32952,5,71.13,355.65
OI445,O38122,P33412,3,213.82,641.46
OI446,O37430,P12789,2,352.46,704.92
OI447,O20010,P24734,2,240.26,480.52
OI448,O21633,P40934,2,351.54,703.08
OI449,O30566,P27056,5,222.17,1110.85
OI450,O32429,P21627,4,206.76,827.04
OI451,O9338,P10438,4,336.24,1344.96
OI452,O20574,P21685,4,442.83,1771.32
OI453,O25636,P32427,2,346.01,692.02
OI454,O33238,P32365,3,315.06,945.1800000000001
OI455,O17323,P14191,1,276.61,276.61
OI456,O26494,P16793,2,492.76,985.52
OI457,O35090,P37082,2,100.71,201.42
OI458,O31763,P17851,4,227.01,908.04
OI459,O31589,P27860,3,404.03,1212.09
OI460,O20065,P33758,1,340.78,340.78
OI461,O4305,P23981,3,368.12,1104.3600000000001
OI462,O4990,P23120,2,234.88,469.76
OI463,O27010,P3331,4,183.79,735.16
OI464,O6461,P1052,3,48.71,146.13
OI465,O8039,P16889,2,477.25,954.5
OI466,O17614,P17470,3,442.57,1327.71
OI467,O20228,P20371,2,358.44,716.88
OI468,O35886,P33565,5,355.23,1776.15
OI469,O9870,P39791,4,257.72,1030.88
OI470,O30875,P35574,1,143.59,143.59
OI471,O10124,P5430,3,313.73,941.19
OI472,O19928,P5973,2,226.99,453.98
OI473,O9728,P30153,4,123.06,492.24
OI474,O16114,P19665,5,125.23,626.15
OI475,O16399,P13359,1,347.11,347.11
OI476,O5702,P39749,2,417.18,834.36
OI477,O37957,P7177,5,313.46,1567.3
OI478,O16085,P27577,4,331.74,1326.96
OI479,O12985,P36561,3,308.83,926.49
OI480,O20881,P5958,2,306.43,612.86
OI481,O22963,P21207,4,51.66,206.64
OI482,O2353,P32247,3,296.59,889.77
OI483,O30444,P7453,1,125.65,125.65
OI484,O17597,P19685,5,364.36,1821.8000000000002
OI485,O29095,P7956,5,37.69,188.45
OI486,O4503,P39166,3,141.49,424.47
OI487,O33513,P6139,5,272.55,1362.75
OI488,O38746,P39455,1,219.1,219.1
OI489,O9260,P34887,4,450.22,1800.88
OI490,O39930,P39737,2,187.7,375.4
OI491,O13959,P22346,5,353.41,1767.0500000000002
OI492,O10108,P29891,5,431.31,2156.55
OI493,O10393,P27225,3,369.52,1108.56
OI494,O2234,P20253,5,313.29,1566.45
OI495,O14511,P12393,1,57.82,57.82
OI496,O23869,P37582,4,492.37,1969.48
OI497,O10343,P12248,2,151.32,302.64
OI498,O31683,P6151,3,115.46,346.38
OI499,O30994,P8776,4,42.14,168.56
OI500,O32151,P26585,5,386.92,1934.6000000000001
OI501,O17768,P25616,3,242.82,728.46
OI502,O33862,P32268,5,448.07,2240.35
OI503,O5932,P20230,1,382.33,382.33
OI504,O40414,P33772,4,453.9,1815.6
OI505,O15040,P37203,2,76.71,153.42
OI506,O11333,P25276,2,400.26,800.52
OI507,O28736,P17592,2,263.5,527.0
OI508,O37981,P18770,4,130.28,521.12
OI509,O34401,P15070,3,462.09,1386.27
OI510,O40934,P4507,1,457.54,457.54
OI511,O40781,P25750,5,130.4,652.0
OI512,O16969,P2082,1,261.86,261.86
OI513,O9759,P9363,3,121.77,365.31
OI514,O24070,P37146,4,309.13,1236.52
OI515,O27350,P11614,2,59.87,119.74
OI516,O2030,P24207,4,122.21,488.84
OI517,O16466,P40281,5,337.76,1688.8
OI518,O34868,P40585,5,487.14,2435.7
OI519,O36140,P15229,1,122.6,122.6
OI520,O38481,P12197,5,179.41,897.05
OI521,O30185,P17947,5,434.58,2172.9
OI522,O20620,P7162,3,11.64,34.92
OI523,O38128,P22893,5,111.07,555.3499999999999
OI524,O21254,P14392,4,62.47,249.88
OI525,O37175,P29153,3,353.74,1061.22
OI526,O25284,P36743,1,454.67,454.67
OI527,O4902,P32497,4,54.33,217.32
OI528,O27642,P3971,1,431.63,431.63
OI529,O36860,P6655,3,350.88,1052.6399999999999
OI530,O18379,P15618,4,230.21,920.84
OI531,O4714,P1067,3,387.93,1163.79
OI532,O2019,P31579,5,172.25,861.25
OI533,O21184,P19648,1,486.02,486.02
OI534,O2380,P1916,1,204.84,204.84
OI535,O39706,P19419,2,390.51,781.02
OI536,O19427,P38291,5,432.92,2164.6
OI537,O22716,P7301,4,197.02,788.08
OI538,O26835,P30346,1,199.77,199.77
OI539,O8168,P20151,3,147.94,443.82
OI540,O1656,P3616,5,205.73,1028.6499999999999
OI541,O17316,P24538,1,413.21,413.21
OI542,O24163,P9976,1,29.51,29.51
OI543,O39816,P9733,4,273.16,1092.64
OI544,O39652,P24137,1,28.72,28.72
OI545,O15723,P22389,1,131.7,131.7
OI546,O20706,P30559,4,344.38,1377.52
OI547,O31737,P24829,1,469.56,469.56
OI548,O10042,P12469,4,338.17,1352.68
OI549,O24626,P16253,4,280.09,1120.36
OI550,O7775,P36896,2,12.42,24.84
OI551,O16864,P23968,3,32.67,98.01
OI552,O8246,P30904,3,402.32,1206.96
OI553,O33512,P26810,5,261.55,1307.75
OI554,O11385,P25988,2,491.83,983.66
OI555,O31398,P2646,3,238.88,716.64
OI556,O38425,P19693,3,92.86,278.58
OI557,O15709,P5303,5,108.06,540.3
OI558,O40159,P33900,3,85.7,257.1
OI559,O28132,P15502,5,459.65,2298.25
OI560,O38776,P38129,2,101.33,202.66
OI561,O15451,P21966,4,465.86,1863.44
OI562,O18064,P22139,5,338.37,1691.85
OI563,O18231,P18698,5,147.87,739.35
OI564,O3562,P19559,5,80.55,402.75
OI565,O18137,P39678,4,378.16,1512.64
OI566,O35593,P40210,5,236.79,1183.95
OI567,O22900,P14545,2,275.27,550.54
OI568,O15442,P6689,4,209.53,838.12
OI569,O13844,P25975,5,363.76,1818.8
OI570,O22814,P1903,5,17.26,86.30000000000001
OI571,O9449,P24606,4,274.8,1099.2
OI572,O23824,P7132,3,73.58,220.74
OI573,O13771,P11530,2,425.35,850.7
OI574,O4113,P14756,4,139.28,557.12
OI575,O36413,P32823,2,202.34,404.68
OI576,O19825,P12377,3,56.05,168.14999999999998
OI577,O27023,P19409,5,263.96,1319.8
OI578,O7414,P30393,3,144.32,432.96
OI579,O24848,P34893,3,219.36,658.08
OI580,O21695,P38940,3,480.37,1441.1100000000001
OI581,O35135,P34055,1,287.21,287.21
OI582,O3355,P18162,2,407.17,814.34
OI583,O23505,P15658,5,17.51,87.55000000000001
OI584,O18367,P30385,4,164.41,657.64
OI585,O37639,P35094,1,368.62,368.62
OI586,O16886,P7182,2,22.71,45.42
OI587,O7148,P25899,4,127.33,509.32
OI588,O38120,P28628,3,436.85,1310.5500000000002
OI589,O31785,P19464,5,324.44,1622.2
OI590,O25855,P11380,2,200.39,400.78
OI591,O35231,P31377,5,14.11,70.55
OI592,O2753,P22743,1,116.79,116.79
OI593,O35492,P33986,1,115.78,115.78
OI594,O22846,P27519,4,126.75,507.0
OI595,O7500,P33715,1,484.51,484.51
OI596,O13112,P37309,4,358.66,1434.64
OI597,O30116,P28134,3,446.44,1339.32
OI598,O22271,P12321,1,389.74,389.74
OI599,O17599,P32482,1,49.03,49.03
OI600,O18726,P19574,3,99.1,297.29999999999995
OI601,O14001,P31476,1,234.85,234.85
OI602,O6246,P5351,1,295.92,295.92
OI603,O12722,P35432,2,16.71,33.42
OI604,O15105,P21316,5,469.84,2349.2
OI605,O19437,P25882,4,424.09,1696.36
OI606,O27629,P28700,3,152.25,456.75
OI607,O7813,P24227,5,406.17,2030.8500000000001
OI608,O19079,P5676,3,283.11,849.33
OI609,O7576,P38259,3,335.85,1007.5500000000001
OI610,O13405,P10426,3,292.37,877.11
