Product_ID,Product_Name,Category,Price,Cost
P1282,Shirt,Fashion,-50.0,49.68181294709949
P1283,Phone,electronics,-50.0,1139.9989182201361
P1284,rice,Grocery,-50.0,2365.6654668849646
P1285,shirt,fashion,2482.3288914225,140.40664085591231
P1286,shirt,Grocery,2499.960550193195,309.532356556727
P1287,laptop,Fashion,-50.0,91.36081053323954
P1288,laptop,fashion,-50.0,711.2517321475679
P1289,shirt,Grocery,4419.997141318258,2318.5572017557297
P1290,Rice,Fashion,-50.0,393.76932201405356
P1291,Shirt,electronics,4123.627894512022,1443.3243762864793
P1292,rice,Fashion,-50.0,2301.3320636800713
P1293,Shirt,fashion,4687.319586185416,1676.9305496426327
P1294,shirt,electronics,4755.251638234289,932.9814502102645
P1295,Laptop,Grocery,4364.101275282963,1721.6996956565117
P1296,Laptop,grocery,-50.0,109.53749250174306
P1297,Rice,Grocery,3192.0289205186577,2076.8446404383026
P1298,rice,Electronics,3236.8582481994586,2378.636187030121
P1299,Shirt,electronics,2157.8755190606416,2945.489482637978
P1300,shirt,Grocery,-50.0,2081.49983923326
P1301,shirt,electronics,1562.2147252242257,1990.8174877276222
P1302,Phone,Electronics,-50.0,1349.5394261364402
P1303,rice,Grocery,-50.0,1590.875525321239
P1304,Shirt,fashion,170.17860901849974,453.5447313130393
P1305,shirt,Electronics,-50.0,1779.6704310865923
P1306,Shirt,fashion,-50.0,297.0517790748755
P1307,shirt,Fashion,3639.465937082302,2915.584592625151
P1308,Shirt,Electronics,3055.392136441657,1102.2503732215703
P1309,Phone,electronics,4806.354932313007,2948.7091464583054
P1310,Laptop,electronics,-50.0,2325.0738390396837
P1311,shirt,fashion,-50.0,172.19695526049063
P1312,phone,Fashion,4909.7430729043945,1270.238333247145
P1313,Phone,grocery,-50.0,1288.073317765972
P1314,phone,Grocery,2716.3071786177825,1486.0648260671558
P1315,Phone,Fashion,4760.815701647679,655.5175829637931
P1316,laptop,fashion,2177.8212235043698,2004.7013614566117
P1317,Laptop,grocery,3985.460376253692,2582.2108517479546
P1318,Laptop,Electronics,-50.0,1501.9084919277059
P1319,Rice,Electronics,-50.0,1047.9048686656176
P1320,shirt,Fashion,859.7111251592783,2143.0969294928673
P1321,Shirt,Grocery,-50.0,1259.1242770139668
P1322,phone,electronics,4851.753623366718,136.4124824554678
P1323,rice,Electronics,4995.354162294191,1236.8418929251243
P1324,Laptop,fashion,-50.0,1628.5523675603035
P1325,rice,fashion,-50.0,992.5566255033651
P1326,rice,fashion,3590.445765280468,718.6050360563615
P1327,Shirt,Grocery,3579.178402451924,1846.6999461106323
P1328,rice,fashion,-50.0,1487.4516613394953
P1329,shirt,Grocery,-50.0,2654.4562513849946
P1330,rice,Electronics,3809.358887404032,448.21110571316916
P1331,rice,grocery,-50.0,880.9643497061644
P1332,Shirt,fashion,-50.0,1751.9440303861174
P1333,phone,fashion,2022.0559787151353,1179.9920026432533
P1334,Shirt,grocery,764.1770758186638,1634.0063861834903
P1335,Shirt,grocery,4826.333157718962,904.6758784883716
P1336,Phone,Electronics,3253.2704081545157,534.542870955881
P1337,Shirt,Grocery,-50.0,2700.022077269094
P1338,laptop,fashion,-50.0,1500.339374935314
P1339,Phone,fashion,552.2304622086388,1786.9432254745154
P1340,laptop,Grocery,-50.0,929.974606967028
P1341,phone,fashion,-50.0,378.14909257925393
P1342,laptop,grocery,-50.0,781.0579256912856
P1343,laptop,fashion,4454.647581952733,1571.3259670185112
P1344,Rice,grocery,1665.2990002093009,2111.757558658047
P1345,Laptop,Fashion,162.65944781061322,2532.763366867896
P1346,rice,Fashion,-50.0,2444.258893089584
P1347,Rice,fashion,591.1774318565763,404.8790347997475
P1348,shirt,Electronics,-50.0,2706.644305987702
P1349,laptop,fashion,-50.0,2020.4286164414111
P1350,Laptop,grocery,4469.347533197874,2545.4745345458955
P1351,Shirt,Fashion,-50.0,1052.6573928572172
P1352,Phone,Electronics,797.6154220681406,2810.284298684439
P1353,Phone,electronics,-50.0,2916.774408249589
P1354,phone,fashion,-50.0,25.595253621040705
P1355,shirt,electronics,421.5960332452508,88.47101901461848
P1356,Shirt,grocery,467.9286062456988,1327.5453470563077
P1357,Rice,Electronics,-50.0,713.1475200991076
P1358,Laptop,Grocery,-50.0,2138.370292768062
P1359,Phone,electronics,-50.0,753.7140719428131
P1360,laptop,electronics,-50.0,633.7505061327345
P1361,laptop,Fashion,-50.0,636.8322603875682
P1362,shirt,Grocery,1162.533312279202,2444.186593474915
P1363,shirt,grocery,4012.4472945108337,2304.2598579361324
P1364,rice,Fashion,1801.297449647946,1463.7631541268663
P1365,Shirt,Fashion,-50.0,2361.8125627446357
P1366,phone,electronics,4734.504145222861,2608.488555484167
P1367,Rice,grocery,-50.0,2773.777289844554
P1368,shirt,Grocery,2785.7891316487617,1933.8720644560037
P1369,Shirt,Fashion,140.9055336983692,2865.8567974082134
P1370,laptop,Electronics,1613.9228694112758,2037.568958031893
P1371,Phone,Fashion,-50.0,1290.1415265373828
P1372,rice,Electronics,4100.797387282761,1734.2174695651631
P1373,Rice,Fashion,-50.0,769.2582131443355
P1374,Phone,Grocery,1383.7313503086345,2044.3027030932312
P1375,Shirt,Fashion,4738.5601926959525,2672.7422946035254
P1376,shirt,Grocery,1750.6175596516857,1139.8434489538038
P1377,Laptop,Electronics,3391.41528314728,2974.927888549969
P1378,Shirt,electronics,-50.0,1059.7734401018615
P1379,phone,electronics,2209.502468196422,1863.8539501025887
P1380,rice,electronics,17.874479851299125,380.1072689073568
P1381,shirt,Electronics,4319.76652931763,708.6009501700448
P1382,Phone,Electronics,-50.0,1665.0835967083226
P1383,Rice,electronics,2167.071927458024,941.4365622983083
P1384,Shirt,Electronics,3916.751170881123,596.173606069074
P1385,Shirt,electronics,-50.0,118.63383130082299
P1386,Phone,grocery,-50.0,653.9122225509878
P1387,Phone,electronics,-50.0,1840.114871665128
P1388,phone,Grocery,-50.0,512.3078334338932
P1389,shirt,electronics,4017.6649094458626,1777.3039710901985
P1390,phone,electronics,634.7161047125433,2434.467027692578
P1391,rice,fashion,-50.0,732.451696191789
P1392,shirt,grocery,-50.0,1697.6534506940727
P1393,rice,fashion,-50.0,2611.1403840013145
P1394,rice,Electronics,1713.6477111223414,1307.535468866806
P1395,Rice,Grocery,3131.6679277697444,1002.1786248530769
P1396,Laptop,electronics,-50.0,1237.5311971169244
P1397,Laptop,Fashion,-50.0,2458.766281163093
P1398,Shirt,electronics,2693.6031632490044,1573.8120562324193
P1399,Shirt,electronics,-50.0,2786.695488425434
P1400,rice,Fashion,-50.0,1846.437829420046
P1401,shirt,Fashion,-50.0,344.90770909614633
P1402,Shirt,Fashion,4186.985684428569,1852.7986017654355
P1403,laptop,grocery,-50.0,1605.6149603640908
P1404,Rice,Fashion,3613.844705949982,921.7963091875304
P1405,phone,Fashion,4727.783259892971,804.2287616903168
P1406,shirt,electronics,-50.0,324.5134405010049
P1407,laptop,grocery,-50.0,1386.6717334841537
P1408,Rice,Grocery,-50.0,1635.5321183476938
P1409,phone,Fashion,3444.476731433024,2878.111376302291
P1410,Shirt,Fashion,-50.0,671.7607563268399
P1411,shirt,grocery,-50.0,731.494277095435
P1412,laptop,fashion,-50.0,2772.256123237326
P1413,Laptop,fashion,-50.0,626.0379481092763
P1414,Rice,grocery,-50.0,2512.6649424785596
P1415,Laptop,electronics,3127.863009707476,196.92948716283973
P1416,Phone,grocery,-50.0,1153.8808593062201
P1417,shirt,grocery,4913.9090560613295,1394.776754575939
P1418,laptop,Grocery,-50.0,1562.6619623355575
P1419,Phone,Electronics,-50.0,2315.5831931974
P1420,Laptop,Fashion,-50.0,2392.540533235087
P1421,Shirt,grocery,3307.8749837925907,2019.080055722368
P1422,laptop,fashion,2960.057598715026,2391.8421128114574
P1423,shirt,grocery,2110.72345735995,1167.9573432442035
P1424,shirt,fashion,-50.0,1156.3434359875357
P1425,shirt,Fashion,2207.0100988660784,2471.6823485790665
P1426,laptop,grocery,-50.0,305.4451849221435
P1427,Shirt,fashion,4462.699948100028,1591.3941904364517
P1428,laptop,electronics,-50.0,373.1324528273339
P1429,Laptop,electronics,-50.0,1614.4991532221848
P1430,rice,fashion,-50.0,1162.5538746169332
P1431,rice,Electronics,4036.411393335105,2038.2492273031132
P1432,Laptop,fashion,-50.0,620.0681001956912
P1433,Phone,Grocery,-50.0,985.3696284422884
P1434,Shirt,electronics,-50.0,1696.5023863871993
P1435,shirt,fashion,1982.8532911751925,1747.8559890117585
P1436,Rice,Electronics,-50.0,2872.002993689383
P1437,phone,Grocery,-50.0,510.1823823664113
P1438,Laptop,grocery,-50.0,228.58498376479866
P1439,laptop,Grocery,1709.7698124858937,1646.6804274095398
P1440,phone,fashion,-50.0,2421.0067802314115
P1441,laptop,grocery,-50.0,815.6399589942075
P1442,rice,electronics,-50.0,2574.133664677109
P1443,Rice,grocery,-50.0,783.9536388850016
P1444,Shirt,electronics,-50.0,875.0791108857173
P1445,laptop,fashion,2336.8607840965356,826.0071668319463
P1446,Shirt,electronics,-50.0,2943.1460618473675
P1447,Shirt,grocery,-50.0,1606.1466461949044
P1448,Rice,fashion,-50.0,2907.219143630742
P1449,Laptop,Fashion,717.2625849713487,1614.0443577642013
P1450,shirt,Grocery,-50.0,429.5940845078486
P1451,Phone,Grocery,2928.4259439588045,1312.5022147236666
P1452,laptop,Fashion,961.1270409428038,382.8176595954033
P1453,Shirt,fashion,1432.8402198046906,1707.4269691639363
P1454,Rice,Fashion,-50.0,1672.8886564301258
P1455,rice,grocery,2478.1092004811635,799.0842222606342
P1456,phone,fashion,844.2996578526186,860.1832673593789
P1457,Rice,fashion,-50.0,2395.0598002730894
P1458,laptop,fashion,-50.0,2635.1064702698886
P1459,laptop,Electronics,3169.068023589116,2578.433026046711
P1460,shirt,Electronics,553.2860114493814,1012.5126667827344
P1461,Rice,Electronics,1593.2038435190898,1625.9528783723435
P1462,Laptop,fashion,-50.0,1044.1598941445616
P1463,phone,grocery,4374.952656438837,284.976182534065
P1464,Phone,Fashion,-50.0,1515.88692104836
P1465,laptop,Grocery,720.933265121604,664.0850190517446
P1466,Laptop,Grocery,2637.2323598723256,601.7111368231109
P1467,shirt,Electronics,1912.8367636862413,832.1676194718099
P1468,rice,grocery,-50.0,2855.5737474758284
P1469,Laptop,Fashion,-50.0,543.8976949531436
P1470,Rice,electronics,-50.0,1089.0288249982984
P1471,Rice,grocery,1161.280395830722,181.22744415588195
P1472,Rice,Fashion,2991.829467996454,2773.0385944031655
P1473,rice,fashion,4037.342434467717,2211.354266937404
P1474,Shirt,Electronics,3745.1668239912187,1774.0691871848908
P1475,phone,Fashion,4715.582432319971,2992.218924508792
P1476,Shirt,grocery,-50.0,2119.43822192925
P1477,Shirt,Fashion,4631.926752156135,2774.648866350227
P1478,Rice,grocery,1733.5836116093317,1277.1331627967509
P1479,Laptop,Fashion,-50.0,583.9962432340001
P1480,Laptop,Grocery,2341.0826657980183,598.6581823641865
P1481,phone,Grocery,-50.0,263.17157257984877
P1482,shirt,Electronics,3477.320117676025,918.6553228024809
P1483,shirt,Electronics,2758.0225573246103,2635.7510568984044
P1484,Rice,fashion,4295.58946906998,2386.442348628977
P1485,shirt,Grocery,-50.0,317.86641610573014
P1486,Rice,Electronics,612.5123468754357,2302.0930084089196
P1487,Phone,Electronics,495.60914959904056,2361.794306265502
P1488,rice,Electronics,1743.4209988064124,1805.817754425388
P1489,laptop,fashion,2821.668073478955,1520.851976463953
P1490,rice,fashion,-50.0,579.3514343013478
P1491,phone,Electronics,2030.1019733784553,378.3773339147212
P1492,rice,Electronics,2478.276073388201,1909.4862804018549
P1493,Laptop,grocery,-50.0,91.37505809870905
P1494,Phone,Grocery,-50.0,862.5845616514515
P1495,laptop,electronics,-50.0,2273.6212348036215
P1496,shirt,electronics,344.35610288657796,21.231289270694237
P1497,shirt,electronics,-50.0,2852.0556366449523
P1498,Rice,fashion,-50.0,934.7919734381728
P1499,Shirt,Fashion,4939.415275215126,720.450457538895
P1500,Rice,Electronics,-50.0,2400.4321784530266
P1501,Phone,Grocery,-50.0,195.47668539281062
P1502,laptop,Fashion,884.5251734644311,1645.2905458737487
P1503,rice,Electronics,-50.0,2383.098588495116
