Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount
R181,O10298,P31747,2020-04-08,damaged,8.129663518345298
R182,O38903,P2907,2024-05-14,Damaged,141.19515385067365
R183,O40626,P7843,2023-03-25,damaged,452.693807642696
R184,O19947,P40446,2022-06-09,damaged,332.76265564672406
R185,O4086,P2464,2020-04-29,Wrong Item,480.08073779042667
R186,O12421,P23790,2025-11-09,damaged,426.34132906729803
R187,O24083,P1798,2020-02-14,Wrong Item,140.89590977339046
R188,O15831,P34390,2025-05-26,Wrong Item,246.42788585213924
R189,O19622,P36116,2025-12-29,Late,167.77397442231188
R190,O9800,P14333,2021-07-14,damaged,245.9296230426648
R191,O31086,P26263,2023-07-11,Wrong Item,277.00562244960304
R192,O21046,P9394,2022-03-19,damaged,166.24810527611746
R193,O32683,P25403,2024-12-22,Damaged,120.50875343294449
R194,O1838,P34567,2023-05-04,Damaged,145.811794440319
R195,O32179,P18803,2020-03-07,Late,434.4714375044735
R196,O19324,P32528,2020-08-23,Late,124.79583897719381
R197,O4072,P2997,2020-11-15,damaged,254.98940084648189
R198,O40707,P7460,2022-08-08,Damaged,287.2298731715825
R199,O40613,P8493,2021-06-25,Damaged,367.49641970177356
R200,O24022,P35648,2024-07-16,Damaged,390.6758775514598
R201,O1620,P5097,2020-03-01,Damaged,360.4704605814338
R202,O20417,P32784,2025-09-27,damaged,347.5669828070266
R203,O38671,P26850,2022-05-10,Damaged,446.8233308811326
R204,O28762,P1238,2025-05-06,Wrong Item,167.08007095843007
R205,O35846,P37158,2024-10-17,Late,344.5438276859277
R206,O29829,P26698,2022-07-29,Late,375.952240840312
R207,O13783,P20959,2022-08-02,Damaged,138.02056457629254
R208,O37305,P22520,2024-11-23,Late,247.77856554230345
R209,O12236,P30385,2023-04-07,damaged,67.56030784535594
R210,O8352,P34881,2025-11-28,damaged,165.26183542034155
R211,O17560,P37569,2025-09-20,damaged,53.87237654971266
R212,O33250,P21439,2024-04-06,Wrong Item,440.0363380672954
R213,O34226,P26219,2020-06-03,Damaged,80.14753898139877
R214,O20724,P30209,2023-06-20,damaged,180.57815933217762
R215,O36301,P35301,2025-04-20,damaged,240.4371044651116
R216,O18841,P20646,2024-03-26,Wrong Item,109.72876340415866
R217,O34326,P31699,2020-07-08,Damaged,370.33949907980195
R218,O2826,P22734,2021-03-01,damaged,126.51362311465932
R219,O31745,P39487,2024-07-30,Damaged,441.72647347212194
R220,O9139,P37311,2025-12-06,Damaged,87.89709333190491
R221,O2606,P35609,2023-10-09,Late,230.4814572324464
R222,O26045,P26059,2020-07-17,Damaged,399.81008656667257
R223,O33980,P9325,2021-01-19,Late,116.23802743318585
R224,O23892,P24246,2023-06-28,damaged,231.77834272364328
R225,O35773,P33750,2023-09-03,Damaged,321.8013756821266
R226,O35399,P25517,2023-06-06,Wrong Item,221.393633906942
R227,O18277,P31039,2022-09-09,Damaged,311.25559328917757
R228,O18513,P34414,2021-02-14,damaged,267.63475056809636
R229,O36116,P25155,2020-05-09,Wrong Item,377.3304346129731
R230,O28146,P1084,2025-11-30,Damaged,312.64710225371044
R231,O2283,P23157,2021-05-13,Late,475.42790619300877
R232,O31231,P2970,2023-08-29,Damaged,420.0307275843459
R233,O38450,P17689,2020-04-10,damaged,131.31400281420855
R234,O35513,P13889,2025-08-07,damaged,208.08496963366593
R235,O22154,P19269,2024-06-18,damaged,489.506338075256
R236,O36429,P22440,2020-06-12,Late,469.4414285874365
R237,O10361,P33413,2025-05-12,damaged,89.03635086067669
R238,O25000,P29539,2023-06-26,damaged,222.02073148911487
R239,O6017,P14032,2024-09-09,Wrong Item,266.634119080423
R240,O21413,P31932,2024-03-06,Late,378.9172135063944
R241,O12936,P16861,2022-06-21,Damaged,252.27861505787035
R242,O8212,P5737,2022-04-07,Damaged,271.2193005341288
R243,O2110,P36494,2025-10-08,Damaged,110.28942091283966
R244,O14761,P23950,2025-03-23,Damaged,224.00264573312973
R245,O10174,P5532,2021-11-28,Late,114.48656847444613
R246,O10423,P7605,2025-04-24,Damaged,299.82285531357047
R247,O18127,P37269,2024-01-02,damaged,117.3613649731302
R248,O22040,P32500,2022-03-17,Damaged,151.39730635596322
R249,O37294,P39899,2022-07-15,Damaged,354.7516951280167
R250,O26470,P22231,2020-04-17,Late,36.60967745352961
R251,O28813,P25869,2023-11-10,Late,254.42524099059838
R252,O5837,P18198,2023-08-19,Damaged,37.273506084787435
R253,O29002,P34464,2022-01-13,Wrong Item,394.9690894012394
R254,O19787,P37620,2020-07-14,Late,289.51557837452214
R255,O32490,P29474,2023-10-26,Wrong Item,398.00627827043013
R256,O10112,P18839,2023-09-26,Damaged,330.29928801074954
R257,O39755,P31003,2023-03-02,Damaged,192.81924133748973
R258,O20932,P16611,2021-01-26,damaged,326.0289391890826
R259,O11692,P29689,2020-11-30,Damaged,279.56906908606317
R260,O4971,P1075,2024-01-06,damaged,335.6001865009303
R261,O29265,P6246,2024-05-21,damaged,128.88792255129323
R262,O34744,P31441,2023-03-31,damaged,121.26315996315351
R263,O29278,P32686,2021-06-08,Damaged,152.82719453348858
R264,O16196,P6692,2025-08-18,Damaged,465.8927646048581
R265,O23963,P6855,2020-09-24,Damaged,360.94713411379314
R266,O23380,P25461,2023-12-23,Wrong Item,343.74616848586754
R267,O33671,P11274,2025-06-21,Wrong Item,130.40973282029142
R268,O14454,P40877,2023-01-29,Late,80.37391790062865
R269,O6778,P35317,2025-08-12,Wrong Item,181.48394648739503
R270,O13799,P19136,2022-05-08,damaged,119.55316907927428
R271,O32167,P39958,2024-02-29,Wrong Item,98.36081721484204
R272,O36447,P14416,2025-03-20,Damaged,373.15568270732274
R273,O26963,P39548,2024-05-01,damaged,319.9983502069372
R274,O18960,P35370,2020-08-07,damaged,80.26700302584393
R275,O4964,P5232,2020-05-17,damaged,45.505612525857735
R276,O6162,P3217,2021-06-11,Late,315.17781490006354
R277,O18015,P4114,2024-01-05,Late,474.9681954883153
R278,O17668,P34937,2025-11-16,Wrong Item,48.32880618944564
R279,O9480,P7449,2020-02-05,Damaged,376.58032375181045
R280,O1388,P2622,2020-05-20,Damaged,110.04301331525332
R281,O31540,P10888,2021-12-17,damaged,110.3908700567433
R282,O3631,P39794,2024-09-03,Late,80.38881919215969
R283,O4392,P2057,2025-11-18,Wrong Item,399.75637572630177
R284,O3800,P5469,2021-10-22,Damaged,323.6099953321022
R285,O36168,P8731,2025-01-21,Wrong Item,121.21330115048355
R286,O13836,P6131,2021-08-13,damaged,289.3042263174217
R287,O10376,P36773,2024-07-10,Damaged,298.263376447635
R288,O8939,P22111,2023-12-30,Late,355.55850054111625
R289,O11385,P35087,2024-07-24,damaged,387.00350410620683
R290,O26401,P32671,2024-05-16,Damaged,272.66528837868265
R291,O31745,P27386,2020-05-15,Damaged,420.47357489575575
R292,O31986,P4878,2021-12-01,damaged,324.5771134718166
R293,O11496,P26577,2021-08-13,Late,16.32826155158762
R294,O5289,P17529,2020-10-03,damaged,191.2120896202902
R295,O3510,P39965,2022-09-07,Late,154.20988624439343
R296,O11844,P34385,2022-03-23,Damaged,374.9657937403432
R297,O2029,P28981,2020-02-11,Damaged,283.31638785397496
R298,O23049,P28758,2025-09-30,damaged,255.3228785468501
R299,O15544,P14984,2024-02-05,Late,257.94478748417146
R300,O23813,P29684,2022-01-18,damaged,454.7622410143742
R301,O2748,P13299,2022-09-20,Damaged,123.7928241367412
R302,O33170,P6532,2020-01-13,Damaged,446.407252938178
R303,O30704,P4711,2023-08-10,Late,384.11812423771084
R304,O15114,P15760,2024-10-27,Damaged,297.18561038969733
R305,O11137,P9939,2022-07-22,Late,177.54535787119934
R306,O33678,P25799,2022-05-04,Wrong Item,219.54226691564628
R307,O24575,P24414,2024-04-29,Wrong Item,36.13730041863781
R308,O27392,P12735,2025-05-08,damaged,260.0925499790074
R309,O15692,P2166,2022-05-17,Wrong Item,328.9032010059907
R310,O26480,P4549,2022-06-29,Late,41.90307547250643
R311,O13777,P28383,2021-06-22,Late,169.6494195577801
R312,O6618,P3442,2020-09-01,Wrong Item,432.5466042223247
R313,O7341,P10789,2020-01-23,damaged,344.2134673690205
R314,O28493,P38631,2025-08-25,damaged,38.024782634649526
R315,O22161,P4046,2022-04-03,Late,82.2899290615587
R316,O33576,P10545,2022-06-30,Late,496.7704982016356
R317,O29642,P34305,2023-04-21,Damaged,51.33603613233888
R318,O7404,P18409,2021-08-19,damaged,484.96537590420314
R319,O37180,P32162,2024-08-23,Damaged,463.81809786432905
R320,O18114,P19511,2025-01-11,Wrong Item,401.8363270432534
R321,O5688,P9124,2025-06-24,Wrong Item,368.82422418845437
R322,O3541,P17109,2022-10-18,Damaged,37.30584755051916
R323,O7176,P7301,2021-09-19,Damaged,115.88705611324697
R324,O1228,P7177,2022-03-29,damaged,413.70961647956887
R325,O3878,P10559,2020-07-07,Late,421.21649447999795
R326,O23827,P29371,2023-01-05,Damaged,93.13463060935389
R327,O29660,P11701,2025-10-25,Wrong Item,447.5444581250139
R328,O22031,P11858,2022-09-01,Late,76.06242337243275
R329,O37808,P15967,2022-04-05,Late,279.44144261246663
R330,O38213,P13475,2025-06-05,Wrong Item,286.69382982116446
R331,O31747,P23378,2022-02-11,Late,149.5107130344698
R332,O37880,P25198,2023-11-16,damaged,195.90546563937866
R333,O3887,P37936,2024-11-16,Damaged,78.24510665948551
R334,O18948,P40141,2025-12-26,Damaged,357.9638410922168
R335,O5882,P14336,2025-02-28,damaged,13.5181428306755
R336,O22723,P15599,2022-09-15,Damaged,435.0160239684754
R337,O24114,P4448,2021-08-29,Late,94.30454994926032
R338,O12966,P5322,2022-12-28,Wrong Item,79.10542868434513
R339,O25526,P21513,2020-12-15,damaged,66.73126994344608
R340,O9777,P6518,2025-04-10,damaged,384.3403689869446
R341,O25614,P22305,2021-01-05,Late,262.1189864130622
R342,O6671,P32640,2023-03-22,damaged,415.72799950895575
R343,O17934,P30133,2023-02-15,Wrong Item,9.433303694793427
R344,O21723,P26021,2023-04-05,Late,465.0862805703346
R345,O6746,P13256,2021-07-25,Damaged,444.0648547434174
R346,O8607,P12240,2022-06-10,damaged,225.3513768707641
R347,O18798,P17440,2021-09-21,damaged,410.02247816389274
R348,O20401,P1585,2020-02-14,Wrong Item,196.45066285244553
R349,O23095,P19156,2020-04-01,damaged,55.00594340659295
R350,O14972,P33658,2021-10-13,Damaged,412.40841051182764
R351,O19585,P27536,2021-04-19,Wrong Item,45.01219811918642
R352,O8128,P1616,2020-10-27,damaged,316.37731720155705
R353,O11218,P28408,2021-12-02,Wrong Item,499.146975976143
R354,O6328,P30230,2024-05-26,Damaged,448.35962368282173
R355,O22297,P25766,2020-04-09,Late,319.763052575871
R356,O21509,P23314,2022-04-14,Wrong Item,405.0911280661069
R357,O4866,P40764,2023-03-21,damaged,369.21076384015595
R358,O11730,P21753,2021-06-25,damaged,296.01822770446523
R359,O1827,P21146,2021-08-08,damaged,42.86551424229469
R360,O22922,P11409,2023-06-02,Wrong Item,33.79757550218574
R361,O29880,P24753,2023-10-23,Late,295.4452759980675
R362,O30028,P22215,2024-12-27,Wrong Item,311.87514181230193
R363,O28562,P23394,2024-04-30,Late,333.0725230924748
R364,O2930,P35016,2020-05-01,Damaged,271.4159446217404
R365,O36305,P15802,2020-08-30,Late,72.14123141144012
R366,O2641,P32584,2023-11-20,damaged,41.30514254458186
R367,O36993,P3766,2022-05-12,Wrong Item,384.11670839505786
R368,O36121,P25017,2020-04-24,Damaged,76.24513149027825
R369,O9819,P37689,2022-10-06,Damaged,485.01241105081994
R370,O1095,P18519,2020-12-24,Late,457.67576938380853
R371,O13637,P12421,2022-12-13,Damaged,326.26308653404755
R372,O32081,P34265,2020-08-14,Damaged,405.7325791056465
R373,O20150,P33062,2021-02-23,Late,406.31923181469125
R374,O12886,P34652,2024-08-21,Late,274.70256515783564
R375,O24441,P7908,2024-02-19,damaged,412.62342850639055
R376,O21373,P26314,2020-03-29,Wrong Item,338.21204675097437
R377,O20621,P7456,2020-12-20,damaged,374.3028021573106
R378,O34981,P30078,2020-11-17,Damaged,8.885374615453369
R379,O4688,P11807,2022-09-25,Late,241.709718559129
R380,O21648,P34783,2020-05-29,damaged,447.0185816993861
R381,O34761,P31522,2022-04-21,Wrong Item,35.23941202710585
R382,O36706,P20655,2022-01-06,Damaged,463.70825437259924
R383,O20082,P22118,2022-09-15,Wrong Item,233.63926143162232
R384,O11275,P36092,2024-05-28,Damaged,147.85286717348842
R385,O32369,P2353,2022-03-06,damaged,187.74553144547045
R386,O12729,P28704,2022-04-22,Wrong Item,55.77674095859612
R387,O3385,P21467,2022-01-02,Damaged,113.24566769940441
R388,O27629,P6649,2025-11-12,Damaged,103.94595558889256
R389,O28083,P32627,2022-11-24,Late,181.79973758160682
R390,O10752,P26991,2023-12-28,Damaged,460.58717182173643
R391,O17887,P27438,2021-06-07,Late,31.442377226812678
R392,O15953,P3426,2025-01-23,Damaged,497.12243367418154
R393,O29124,P5540,2020-10-27,Wrong Item,418.6050047494434
R394,O33450,P23275,2025-11-03,Late,38.55431631954716
R395,O18827,P29947,2024-03-04,Late,36.322092068255415
R396,O5581,P32551,2024-11-07,Damaged,409.39148249340207
R397,O13179,P19858,2022-02-22,damaged,5.889172747011419
R398,O9945,P15864,2022-07-02,Late,181.97192769278783
R399,O39894,P17565,2025-05-29,Late,490.26783270297705
R400,O23456,P13296,2021-11-06,Damaged,491.3680477160481
R401,O2690,P12127,2023-09-12,Wrong Item,456.5390956993766
R402,O13816,P36470,2020-01-03,Late,341.5275148428606
R403,O11516,P2595,2024-08-20,damaged,113.38961756571278
R404,O37363,P31261,2023-02-22,Damaged,41.81599558456675
R405,O39177,P22126,2022-02-28,Late,243.27380504459782
R406,O33425,P22718,2025-12-31,damaged,452.33684604106725
R407,O3361,P26674,2021-12-12,damaged,358.71205161639733
R408,O8500,P2015,2022-12-31,Wrong Item,425.14454085025534
R409,O13151,P36301,2021-02-04,Late,159.4796653640578
R410,O21560,P29505,2021-07-27,damaged,92.16746330140282
R411,O34866,P25336,2025-02-03,Wrong Item,480.0670427877617
R412,O30021,P20498,2021-05-21,damaged,472.8208304585856
R413,O1331,P11093,2025-10-31,damaged,176.36190063250802
R414,O33978,P38437,2025-10-07,damaged,296.0238850073572
R415,O40003,P21254,2020-09-15,damaged,427.62361024108463
R416,O27440,P29217,2021-09-04,Late,477.75729483554807
R417,O15829,P30986,2023-09-19,Late,78.79943530969342
R418,O37877,P32843,2025-07-30,Damaged,315.38583553522767
R419,O3161,P13209,2023-12-19,Late,6.9942189238465
R420,O13138,P17815,2024-07-08,damaged,365.0788082423946
R421,O21189,P31266,2022-09-09,Wrong Item,290.29028104597273
R422,O1088,P12139,2022-04-16,Damaged,176.50207558986762
R423,O10235,P22438,2022-01-16,Late,230.15179312515252
R424,O32014,P33336,2021-12-18,damaged,56.24673964905089
R425,O34124,P13895,2022-12-17,Damaged,5.3800572923111964
R426,O24255,P27617,2025-07-25,Wrong Item,372.49414007108106
R427,O20506,P15545,2021-09-14,Damaged,334.2866168411784
R428,O17385,P13412,2020-09-02,damaged,92.87625075289206
R429,O23755,P24635,2024-10-12,Damaged,474.86926163184035
R430,O20678,P29248,2023-04-29,Wrong Item,469.21455292325584
R431,O38531,P31032,2025-08-10,damaged,144.54029357833062
R432,O37524,P25596,2023-12-03,Wrong Item,474.8573458437136
R433,O28459,P26661,2023-10-06,damaged,322.0700011069994
R434,O2627,P34227,2024-06-21,Wrong Item,388.4977742956795
R435,O11851,P24463,2024-09-04,damaged,405.9315259589204
R436,O24451,P25182,2023-08-10,Damaged,105.10783340470519
R437,O14224,P1409,2024-12-13,damaged,406.0345342614298
R438,O6468,P11904,2023-04-06,Late,335.50960592140456
R439,O7866,P20628,2024-12-28,damaged,94.48142572562547
R440,O2345,P1726,2022-12-01,Damaged,157.5024639122231
R441,O17485,P9936,2023-10-18,damaged,306.2943651923767
R442,O5281,P20356,2023-10-27,Damaged,363.56145555799714
R443,O6873,P30275,2022-11-13,Damaged,466.2509326774556
R444,O9103,P25487,2022-01-22,Wrong Item,341.88190755118563
R445,O14124,P11772,2021-06-04,Damaged,253.2747983415911
R446,O40102,P17626,2021-10-03,Damaged,200.9669733403829
R447,O9758,P30354,2023-10-31,Late,274.556549929874
R448,O25801,P9631,2021-06-22,damaged,187.77469341935378
R449,O37681,P40164,2023-12-18,damaged,330.7419143192739
R450,O31150,P30710,2023-11-16,damaged,397.7871789834621
R451,O16552,P32079,2023-06-02,Damaged,61.9827026569561
R452,O20743,P16712,2024-01-08,Wrong Item,85.72215160772451
R453,O24676,P13330,2020-10-06,damaged,303.91220272955564
