Order_Item_ID,Order_ID,Product_ID,Quantity,Price_per_Unit,Total_Amount
OI90,O6917,P40916,2,218.5687056808643,442.1374113617286
OI91,O34654,P31869,4,119.58051199677766,468.32204798711064
OI92,O2206,P1398,3,447.8594405921884,1348.5783217765652
OI93,O1464,P11166,1,204.00141352280224,204.00141352280224
OI94,O19756,P24732,2,279.5882280357934,564.1764560715868
OI95,O13761,P7335,3,45.1722726655159,140.5168179965477
OI96,O4257,P30641,3,194.64104752953807,588.9231425886142
OI97,O38508,P15893,4,215.83648110665226,863.345924426609
OI98,O12342,P33625,4,396.997987609129,1592.991950436516
OI99,O22202,P31544,2,461.1294721210552,922.2589442421104
OI100,O30578,P16088,1,378.85536904849465,383.85536904849465
OI101,O1424,P36394,5,125.55377918856257,632.7688959428128
OI102,O8863,P38075,1,414.91265203727886,404.91265203727886
OI103,O17005,P31473,3,75.75146842979015,227.25440528937045
OI104,O4974,P32389,5,76.71135974636486,373.5567987318243
OI105,O14613,P12399,1,125.89690601055494,130.89690601055494
OI106,O14794,P25681,5,130.84043678033916,644.2021839016958
OI107,O37065,P24399,1,451.0534813871437,456.0534813871437
OI108,O21754,P9029,4,320.024746019603,1285.098984078412
OI109,O15973,P11508,3,490.9012315487545,1462.7036946462636
OI110,O29755,P16873,4,256.02273544302693,1014.0909417721077
OI111,O39883,P1922,3,288.8650622350928,866.5951867052784
OI112,O1572,P23994,1,484.0043807597903,484.0043807597903
OI113,O38388,P4760,2,335.20623117126416,675.4124623425283
OI114,O16743,P22524,1,415.4078580498422,405.4078580498422
OI115,O35125,P12680,4,474.3396303742297,1902.358521496919
OI116,O31037,P29883,2,383.71648261020243,757.4329652204049
OI117,O25795,P23763,3,351.3817012255881,1054.1451036767642
OI118,O20869,P22568,1,412.7815799687566,402.7815799687566
OI119,O30453,P19127,2,485.7261365738422,971.4522731476844
OI120,O12864,P12286,2,11.964085225239883,13.928170450479765
OI121,O4300,P16444,3,437.6815707013039,1303.0447121039117
OI122,O39456,P15312,5,445.8289079221819,2219.1445396109093
OI123,O24837,P13609,4,303.3235495105164,1218.2941980420655
OI124,O17758,P39361,5,468.14550577365594,2345.7275288682795
OI125,O21996,P14486,3,474.4404135357882,1423.3212406073646
OI126,O17380,P2738,3,237.63357511431133,702.900725342934
OI127,O8038,P19912,3,16.619260370736136,54.85778111220841
OI128,O9737,P7793,5,45.57243858809848,232.86219294049238
OI129,O1648,P33091,1,163.75176984943246,168.75176984943246
OI130,O10950,P2271,3,479.140191864271,1437.420575592813
OI131,O32876,P20153,4,113.82720265684104,455.30881062736415
OI132,O22633,P23734,3,16.23163620598386,38.69490861795158
OI133,O21659,P24659,3,318.9026489680046,961.7079469040139
OI134,O14672,P9410,1,170.14006779038363,175.14006779038363
OI135,O32584,P26133,3,324.4431954825585,973.3295864476755
OI136,O20870,P8813,3,179.1469803237392,542.4409409712176
OI137,O27907,P28706,3,463.1717505714686,1394.5152517144056
OI138,O31690,P18006,2,347.3608376078692,699.7216752157384
OI139,O29282,P21298,4,205.1542666317112,810.6170665268448
OI140,O11576,P10229,4,157.0742991274193,633.2971965096772
OI141,O25254,P27055,1,491.34551537855975,481.34551537855975
OI142,O27215,P27993,5,27.496593678615252,127.48296839307625
OI143,O25667,P29789,2,201.91218041962844,408.8243608392569
OI144,O30624,P28472,5,395.2039338417753,1981.0196692088766
OI145,O28702,P28517,4,250.63105066866183,1002.5242026746473
OI146,O38084,P1970,5,404.4899649067701,2022.4498245338507
OI147,O1486,P25558,4,402.9527357243947,1616.8109428975788
OI148,O24279,P39362,3,69.47733071348893,213.43199214046678
OI149,O6454,P17866,4,36.04462897674185,149.1785159069674
OI150,O38793,P38464,2,481.11176614863945,952.2235322972789
OI151,O30175,P10724,3,108.60119243465964,330.8035773039789
OI152,O18185,P25998,1,88.19833494504876,78.19833494504876
OI153,O31513,P5781,4,494.62324466573,1978.49297866292
OI154,O21909,P8380,1,15.227679013985394,5.227679013985394
OI155,O28836,P38631,3,90.92768124259926,272.7830437277978
OI156,O17993,P6303,3,493.1450918341011,1469.4352755023033
OI157,O23987,P16323,4,276.80554184806806,1107.2221673922722
OI158,O14702,P15659,4,17.810466432899258,61.24186573159703
OI159,O27633,P15352,1,490.1432181893539,480.1432181893539
OI160,O2691,P7908,5,292.03158295347095,1465.1579147673547
OI161,O16127,P37690,5,237.51187170577242,1177.559358528862
OI162,O5917,P38383,3,270.0863083447854,815.2589250343561
OI163,O26522,P28652,4,119.78871347576823,469.15485390307293
OI164,O2612,P13076,1,122.90814137132192,112.90814137132192
OI165,O11801,P35180,5,489.5782263343943,2452.8911316719714
OI166,O22844,P37370,2,173.75139114700028,352.50278229400055
OI167,O4735,P27531,3,412.6470054313256,1242.9410162939769
OI168,O30694,P30483,5,198.92885484940322,994.6442742470161
OI169,O27125,P2564,5,235.11437683722795,1175.5718841861399
OI170,O18352,P37483,1,463.0520541485223,463.0520541485223
OI171,O34108,P19154,2,440.86986887985313,881.7397377597063
OI172,O6395,P5170,5,148.27929510196574,731.3964755098287
OI173,O23008,P37732,1,157.5107657080274,162.5107657080274
OI174,O35482,P33271,4,307.0823030604027,1218.3292122416108
OI175,O15342,P22457,3,185.1802244825326,545.5406734475978
OI176,O2716,P26643,5,46.39309741085252,221.9654870542626
OI177,O13519,P28363,2,488.2896208665639,981.5792417331278
OI178,O22270,P3488,1,396.7994174037006,401.7994174037006
OI179,O10904,P4016,4,317.79143624750407,1271.1657449900163
OI180,O24876,P10297,2,223.37451449463725,451.7490289892745
OI181,O19226,P2501,1,95.94222996356382,95.94222996356382
OI182,O22854,P34498,3,239.48154687824194,718.4446406347258
OI183,O30356,P5083,5,301.9399263754598,1514.699631877299
OI184,O12454,P2206,3,475.13183982434515,1415.3955194730354
OI185,O16446,P19627,1,93.61072894701573,93.61072894701573
OI186,O6116,P9369,4,493.8593436387193,1975.4373745548771
OI187,O14469,P39738,4,295.7440219996784,1182.9760879987136
OI188,O29481,P12075,1,445.76063102600773,450.76063102600773
OI189,O32656,P27588,4,374.105233059196,1496.420932236784
OI190,O11147,P2894,2,368.28067949653183,736.5613589930637
OI191,O31778,P19317,2,137.10219365999978,264.20438731999957
OI192,O23964,P14643,1,79.72058898148445,69.72058898148445
OI193,O40927,P6830,3,343.6044992849221,1030.8134978547664
OI194,O13469,P27461,3,154.83986256782427,464.5195877034728
OI195,O28716,P32615,5,128.42306856541438,642.1153428270719
OI196,O34000,P24527,4,113.80334545291731,445.21338181166925
OI197,O23011,P31187,1,126.65904821179966,126.65904821179966
OI198,O5179,P20831,1,387.6827810495432,392.6827810495432
OI199,O12188,P8909,1,98.3722265795607,103.3722265795607
OI200,O3873,P29880,3,69.79240600003288,214.37721800009865
OI201,O28548,P30315,1,417.1236638875193,407.1236638875193
OI202,O7648,P4443,4,494.45431038822244,1967.8172415528898
OI203,O5214,P20194,5,222.5074799706367,1112.5373998531834
OI204,O34156,P16641,5,314.33695100433977,1561.684755021699
OI205,O20840,P16887,2,239.49389112931226,478.9877822586245
OI206,O32204,P25097,2,267.02686873110537,534.0537374622107
OI207,O22669,P23002,4,135.82045440350342,533.2818176140137
OI208,O36895,P4510,1,39.64259110837054,39.64259110837054
OI209,O22848,P30903,2,480.710432887993,951.420865775986
OI210,O33353,P8135,4,215.572966805294,852.291867221176
OI211,O13414,P12273,1,424.9764576281994,424.9764576281994
OI212,O2145,P25779,2,402.0246986923012,794.0493973846023
OI213,O6946,P4217,3,219.3731782934935,648.1195348804805
OI214,O12162,P19811,2,158.67365179643144,307.3473035928629
OI215,O37291,P4608,4,471.7155689718635,1886.862275887454
OI216,O13819,P26686,2,74.60621801146056,149.2124360229211
OI217,O40329,P32784,4,184.58019550117322,738.3207820046929
OI218,O39114,P36265,2,23.419088762994374,51.83817752598875
OI219,O5483,P32315,4,23.128339301178272,82.51335720471309
OI220,O22211,P36578,1,259.106461086631,249.106461086631
OI221,O18973,P21389,3,129.3682423206227,393.1047269618681
OI222,O38230,P13545,3,121.10729685797142,368.3218905739143
OI223,O16638,P21076,4,402.5863295757768,1600.3453183031072
OI224,O35672,P1732,4,455.2017346319707,1810.8069385278827
OI225,O16636,P35068,5,69.56384620889247,347.81923104446236
OI226,O9045,P30554,1,50.118680578534395,50.118680578534395
OI227,O6403,P31722,2,193.79246808055328,387.58493616110655
OI228,O38756,P5673,5,387.40896993239613,1942.0448496619806
OI229,O24073,P26395,4,350.9711864264806,1408.8847457059223
OI230,O8254,P20465,3,45.2343722607235,135.7031167821705
OI231,O25774,P20439,2,95.61562437730274,181.23124875460547
OI232,O38863,P22986,3,392.3779247295427,1177.1337741886282
OI233,O5010,P36889,3,359.35998505313603,1078.0799551594082
OI234,O12899,P7533,4,238.72888650655636,954.9155460262255
OI235,O25712,P22142,1,153.92892721307936,153.92892721307936
OI236,O7102,P37982,4,298.51298042188563,1199.0519216875425
OI237,O14841,P26784,5,128.90531590708332,644.5265795354167
OI238,O33900,P10190,4,490.8207637551432,1953.2830550205729
OI239,O17414,P23611,4,72.55407511640584,295.21630046562336
OI240,O10288,P24971,4,139.56172399285873,558.2468959714349
OI241,O29022,P24008,3,414.3004470646536,1242.901341193961
OI242,O28978,P6512,3,86.96093174879954,250.8827952463986
OI243,O33181,P7244,2,137.8872370327342,265.7744740654684
OI244,O16126,P14042,5,392.8936005002641,1969.4680025013204
OI245,O39454,P36585,5,462.42583794507624,2312.1291897253814
OI246,O24903,P5931,5,277.9207286355096,1389.6036431775478
OI247,O25924,P31843,5,432.43160370386744,2167.158018519337
OI248,O28472,P24656,4,206.75433361310826,827.017334452433
OI249,O20031,P40686,4,74.54733950906298,298.1893580362519
OI250,O15845,P33794,3,281.6437174219886,834.9311522659657
OI251,O30764,P15861,4,184.3809905359124,737.5239621436496
OI252,O34484,P28381,1,306.55399772207875,311.55399772207875
OI253,O17464,P30891,1,165.09060279125183,155.09060279125183
OI254,O3557,P13334,5,197.99374879386377,979.9687439693189
OI255,O5731,P10145,2,31.703287907174584,53.40657581434917
OI256,O8687,P35762,5,127.52589346684148,642.6294673342074
OI257,O32238,P33213,1,192.07822903926524,182.07822903926524
OI258,O29103,P22246,4,388.6621018251506,1559.6484073006025
OI259,O25766,P33233,2,357.6230944902141,705.2461889804282
OI260,O8132,P10428,3,68.73752122823319,196.21256368469957
OI261,O35724,P33712,1,52.22962249386731,42.22962249386731
OI262,O30531,P34399,3,125.81052315115522,382.43156945346567
OI263,O15986,P32895,3,47.856193463761194,143.56858039128358
OI264,O32358,P12977,2,437.89220757535344,880.7844151507069
OI265,O40821,P12032,4,271.98853399763465,1077.9541359905386
OI266,O12601,P19526,5,80.67398563936857,403.3699281968428
OI267,O22636,P25718,2,274.1498508716121,548.2997017432242
OI268,O35194,P15962,1,467.9256671087024,472.9256671087024
OI269,O1385,P27551,5,488.16886033230134,2440.8443016615065
OI270,O33565,P10176,5,144.84044649228125,714.2022324614062
OI271,O10446,P33041,3,275.97261019591167,817.917830587735
OI272,O33482,P40240,5,22.36369699265491,101.81848496327454
OI273,O29206,P29527,5,472.1550409730129,2360.7752048650646
OI274,O11625,P30657,2,444.7428938014485,894.485787602897
OI275,O19413,P16624,5,41.12093592360067,205.60467961800333
OI276,O3915,P26487,3,377.03233784577947,1131.0970135373384
OI277,O25075,P19215,1,25.023164813349958,25.023164813349958
OI278,O37379,P32498,5,68.3850291376119,331.9251456880595
OI279,O28698,P9960,5,110.25785380866898,556.2892690433449
OI280,O8988,P19835,3,164.5007210252779,483.50216307583366
OI281,O39970,P3757,3,177.46628711715013,537.3988613514504
OI282,O8185,P12732,1,14.17407483286424,14.17407483286424
OI283,O37128,P12132,5,387.6973044146509,1943.4865220732545
OI284,O23304,P22295,3,43.48335019051671,120.45005057155012
OI285,O14854,P16769,1,26.898073131141487,16.898073131141487
OI286,O11573,P34332,2,435.607093668121,861.214187336242
OI287,O21518,P27668,1,31.622792940267125,36.622792940267125
OI288,O21393,P25646,2,408.54222428863335,822.0844485772667
OI289,O25396,P2818,4,32.174172376535765,118.69668950614306
OI290,O20377,P13814,4,168.9993599708298,665.9974398833192
OI291,O23872,P21260,2,336.9001544541468,673.8003089082936
OI292,O27227,P1465,5,198.91636259997082,994.5818129998542
OI293,O25721,P22164,3,64.8514407190438,184.55432215713137
OI294,O6585,P7343,5,445.90988908882946,2219.5494454441473
OI295,O10311,P11440,5,301.5523749868006,1497.7618749340031
OI296,O19495,P19327,5,114.01179001738214,560.0589500869107
OI297,O40037,P6957,4,89.39831997014318,357.5932798805727
OI298,O35973,P14830,3,336.17724247183753,998.5317274155126
OI299,O39642,P14384,1,444.76285290714003,444.76285290714003
OI300,O6349,P7086,3,462.6900577937956,1388.0701733813867
OI301,O17676,P40254,5,136.18131861047607,685.9065930523803
OI302,O17495,P18296,4,485.3607984683744,1946.4431938734976
OI303,O6447,P16219,3,65.2530967270763,200.7592901812289
OI304,O13093,P36702,4,353.47981017581554,1418.9192407032622
OI305,O33296,P25245,3,272.4169551640009,822.2508654920027
OI306,O39493,P17842,2,491.5806932343683,973.1613864687366
OI307,O38674,P24690,1,133.9170699596268,133.9170699596268
OI308,O21251,P16155,1,377.9281217696046,382.9281217696046
OI309,O1207,P30865,1,95.744650171136,85.744650171136
OI310,O36481,P3093,2,122.6897360560855,235.379472112171
OI311,O10137,P28157,1,498.4502090401301,503.4502090401301
OI312,O40240,P34374,4,471.53403588613725,1891.136143544549
OI313,O38359,P22971,3,154.13097380978243,452.3929214293473
OI314,O9722,P31710,3,435.7559672920883,1307.267901876265
OI315,O39406,P25218,5,329.06804235321897,1645.3402117660949
OI316,O11728,P8076,1,462.8893214803772,452.8893214803772
OI317,O9417,P34992,2,317.5896030464118,640.1792060928236
OI318,O25197,P31798,3,181.47713971826389,549.4314191547917
OI319,O13789,P20228,4,142.52136997928304,575.0854799171321
OI320,O7612,P39361,2,341.31618849988405,682.6323769997681
OI321,O3240,P14754,2,354.3195153995882,698.6390307991765
OI322,O4768,P32747,3,386.4622431708385,1164.3867295125156
OI323,O7282,P31360,2,82.87173765865165,155.7434753173033
OI324,O4011,P24100,2,190.51805074604258,381.03610149208515
OI325,O5741,P17879,3,241.26318442091178,728.7895532627354
OI326,O18544,P21173,5,240.21921631785105,1191.0960815892552
OI327,O24516,P29146,1,453.36366791390486,453.36366791390486
OI328,O28161,P17761,2,224.6249952415472,449.2499904830944
OI329,O19957,P21194,1,408.00705576579406,413.00705576579406
OI330,O15213,P10592,2,24.06390490911472,38.12780981822944
OI331,O11174,P2176,4,32.05941167151883,118.23764668607532
OI332,O29071,P34210,3,205.552328407633,606.656985222899
OI333,O34264,P39962,3,316.05961811032694,953.1788543309808
OI334,O17347,P25138,4,292.10502046462926,1158.420081858517
OI335,O24348,P3737,3,452.3261172733867,1346.9783518201602
OI336,O1667,P36457,2,271.4691630275334,542.9383260550668
OI337,O27580,P11215,1,377.65379409969523,382.65379409969523
OI338,O23751,P26926,2,459.17532778993353,923.3506555798671
OI339,O30116,P27377,5,255.29261405211722,1266.4630702605862
OI340,O21601,P10017,1,380.7956760338326,370.7956760338326
OI341,O37366,P2060,5,149.62995007750294,753.1497503875147
OI342,O23695,P19446,4,436.44589487221083,1750.7835794888433
OI343,O14788,P21090,5,323.39585957479335,1621.9792978739667
OI344,O12465,P14049,2,115.90767952739432,231.81535905478864
OI345,O28831,P14619,2,374.3877655914572,748.7755311829144
OI346,O15019,P4617,3,243.00299301806987,719.0089790542096
OI347,O6521,P13124,5,313.7215375331536,1568.607687665768
OI348,O13078,P20206,5,335.92487119957224,1679.6243559978611
OI349,O16369,P7390,5,262.2112278818555,1316.0561394092774
OI350,O14352,P34521,1,450.96156022106976,455.96156022106976
OI351,O24872,P7881,5,52.724516118879556,268.6225805943978
OI352,O39173,P27154,5,125.68074909326218,633.4037454663109
OI353,O40522,P11100,4,243.00259010397644,977.0103604159058
OI354,O16032,P37855,3,76.53477636800075,234.60432910400226
OI355,O25630,P37749,4,497.1592338610028,1988.6369354440112
OI356,O2109,P19553,4,235.0051812029262,940.0207248117048
OI357,O21222,P9710,2,163.02147460109754,331.0429492021951
OI358,O30360,P38077,3,199.175664844581,597.526994533743
OI359,O18549,P8997,5,482.8127912028449,2404.0639560142245
OI360,O36821,P2395,3,21.28017057555818,68.84051172667455
OI361,O14216,P27623,1,342.11833961066634,347.11833961066634
OI362,O36981,P31825,3,387.55784587868703,1167.6735376360612
OI363,O33968,P20818,4,10.231709179390952,40.92683671756381
OI364,O6317,P19891,2,449.10017165619035,903.2003433123807
OI365,O40206,P8833,5,460.66313517002266,2303.315675850113
OI366,O12283,P14691,3,386.18819928536993,1148.5645978561097
OI367,O16006,P8458,1,256.61262905298577,261.61262905298577
OI368,O21202,P33532,3,115.91524390222403,337.74573170667213
OI369,O36999,P5081,2,469.78805507802275,929.5761101560455
OI370,O29718,P39235,1,195.26723736369968,185.26723736369968
OI371,O21261,P31371,1,235.80726537679425,240.80726537679425
OI372,O23864,P20159,2,60.628764949770655,126.25752989954131
OI373,O19874,P28234,4,442.88242355397864,1776.5296942159146
OI374,O24989,P3776,1,252.63946732084614,257.63946732084617
OI375,O26489,P19719,2,112.15155435292547,229.30310870585095
OI376,O11160,P17738,4,28.352753120869252,103.41101248347701
OI377,O38367,P39029,3,176.12498538174296,528.3749561452289
OI378,O35255,P22181,3,477.0806722821842,1436.2420168465526
OI379,O18349,P3513,5,240.88494882214175,1194.4247441107088
OI380,O29958,P23063,1,365.29416737235795,355.29416737235795
OI381,O18491,P39242,3,200.71637158260197,602.1491147478059
OI382,O31754,P21774,4,252.44500010685576,1009.780000427423
OI383,O29434,P16723,2,361.24531968355035,712.4906393671007
OI384,O19974,P25657,1,278.55572593319437,268.55572593319437
OI385,O14271,P10426,4,366.3138042638924,1455.2552170555696
OI386,O8599,P40957,3,310.1954463530182,920.5863390590546
OI387,O39181,P14847,5,198.04990986483816,990.2495493241908
OI388,O5498,P6833,1,246.54392043435473,236.54392043435473
OI389,O19568,P18007,5,456.5323960559906,2287.6619802799532
OI390,O21335,P18559,5,176.7553488550345,883.7767442751725
OI391,O19522,P35287,5,163.57828052373188,807.8914026186594
OI392,O39944,P2060,3,129.91025994552808,394.73077983658425
OI393,O11824,P14652,1,316.05909965344716,321.05909965344716
OI394,O19886,P14110,1,342.8594921377352,332.8594921377352
OI395,O39209,P36996,2,142.61990759578617,285.23981519157235
OI396,O27012,P31757,2,481.24120893212375,967.4824178642475
OI397,O35807,P25556,2,231.7610871912962,463.5221743825924
OI398,O33192,P25897,3,334.0883415982753,1002.2650247948259
OI399,O6160,P32973,1,358.5465336983174,363.5465336983174
OI400,O12251,P18877,4,248.41765857994204,998.6706343197682
OI401,O19855,P18742,4,336.8637257439615,1352.454902975846
OI402,O26135,P37930,4,455.76298449225806,1813.0519379690322
OI403,O25227,P8972,5,376.65508357030575,1888.2754178515288
OI404,O7721,P1980,4,139.9597040056557,549.8388160226228
OI405,O28954,P37333,4,243.13631956797676,977.545278271907
OI406,O34964,P27202,2,14.576045346467982,19.152090692935964
OI407,O19061,P20243,4,474.2104919319509,1896.8419677278036
OI408,O19993,P14789,4,270.2551611154428,1086.020644461771
OI409,O14053,P32438,3,139.1727781560509,407.5183344681527
OI410,O2355,P27060,2,245.49713768105656,495.9942753621131
OI411,O31130,P32691,2,339.3840843115085,683.768168623017
OI412,O25619,P32144,2,267.06920814001825,524.1384162800365
OI413,O28064,P11214,3,270.663780589821,811.9913417694629
OI414,O19487,P10915,5,32.748655366277845,168.7432768313892
OI415,O37440,P19147,1,406.29187096294675,411.29187096294675
OI416,O28999,P33726,3,32.6128647815171,102.83859434455131
OI417,O7727,P40828,1,365.84425974282743,365.84425974282743
OI418,O33468,P31531,5,209.28505417745387,1046.4252708872693
OI419,O1933,P9567,4,177.80352338552368,716.2140935420947
OI420,O36719,P23969,4,401.1393313958925,1594.55732558357
OI421,O8195,P21107,4,250.4092569861979,991.6370279447916
OI422,O4501,P17107,4,304.6632919619183,1208.653167847673
OI423,O4702,P19982,4,105.38352896558611,426.53411586234444
OI424,O10430,P24846,3,144.99343320199503,434.9802996059851
OI425,O4093,P17223,5,146.9049609054175,734.5248045270876
OI426,O37569,P32231,2,318.9499410561367,637.8998821122734
OI427,O7806,P16349,1,473.93712904260724,473.93712904260724
OI428,O21207,P37712,3,190.43918285867,576.31754857601
OI429,O9717,P7822,4,176.83349357654578,707.3339743061831
OI430,O32223,P10468,5,314.93030052521783,1574.651502626089
OI431,O10626,P17979,1,409.5651191511704,399.5651191511704
OI432,O16433,P2638,5,225.1337314658057,1130.6686573290285
OI433,O19703,P28557,4,391.09687615997274,1554.387504639891
OI434,O13140,P16922,3,10.461147353814438,21.38344206144331
OI435,O17861,P31536,3,42.53911700883169,132.61735102649507
OI436,O37192,P23906,1,32.288730836768366,32.288730836768366
OI437,O13341,P19497,3,236.85958580495026,710.5787574148508
OI438,O22381,P25725,5,296.2699498166983,1471.3497490834914
OI439,O40744,P27324,1,269.9479219078728,274.9479219078728
OI440,O7781,P2820,5,76.27007787716043,386.35038938580215
OI441,O5666,P8738,3,479.262371231783,1442.787113695349
OI442,O26380,P14996,1,101.87428036111231,91.87428036111231
OI443,O25973,P28128,2,55.209593526825515,115.41918705365103
OI444,O15125,P32952,5,71.13365154185948,345.6682577092974
OI445,O38122,P33412,3,213.82466742526907,646.4740022758072
OI446,O37430,P12789,2,352.45930731490785,694.9186146298157
OI447,O20010,P24734,2,240.25857231191736,485.5171446238347
OI448,O21633,P40934,2,351.5388252430959,693.0776504861918
OI449,O30566,P27056,5,222.17434272424276,1115.8717136212138
OI450,O32429,P21627,4,206.76343195395393,827.0537278158157
OI451,O9338,P10438,4,336.2360313049688,1344.944125219875
OI452,O20574,P21685,4,442.82777709097627,1771.311108363905
OI453,O25636,P32427,2,346.0107615113506,682.0215230227012
OI454,O33238,P32365,3,315.0606226683973,945.1818680051919
OI455,O17323,P14191,1,276.6101296848859,266.6101296848859
OI456,O26494,P16793,2,492.76190345272846,990.5238069054569
OI457,O35090,P37082,2,100.71124010159296,191.42248020318593
OI458,O31763,P17851,4,227.01432463825475,913.057298553019
OI459,O31589,P27860,3,404.0330467194635,1212.0991401583906
OI460,O20065,P33758,1,340.7795102288914,330.7795102288914
